HHID,homeMGRA,income,personID,personNum,personType,personAge,Employment Category,StudentCategory,WorkSegment,SchoolSegment,WorkLocation,WorkLocationDistance,WorkLocationLogsum,SchoolLocation,SchoolLocationDistance,SchoolLocationLogsum
5,1,67000,9,1,1,35,1,3,0,-1,2,0,0,-1,0,0
5,1,67000,9,1,1,35,1,3,0,-1,3,0,0,-1,0,0
5,1,67000,9,1,1,35,1,3,0,-1,4,0,0,-1,0,0
5,1,67000,9,1,1,35,1,3,0,-1,5,0,0,-1,0,0
5,1,67000,9,1,1,35,1,3,0,-1,6,0,0,-1,0,0
5,1,67000,9,1,1,35,1,3,0,-1,7,0,0,-1,0,0
5,1,67000,9,1,1,35,1,3,0,-1,8,0,0,-1,0,0
5,1,67000,9,1,1,35,1,3,0,-1,9,0,0,-1,0,0
5,1,67000,9,1,1,35,1,3,0,-1,10,0,0,-1,0,0
5,1,67000,10,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
5,1,67000,10,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
5,1,67000,10,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
5,1,67000,10,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
5,1,67000,10,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
5,1,67000,10,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
5,1,67000,10,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
5,1,67000,10,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
5,1,67000,10,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
5,1,67000,10,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
6,1,67000,11,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
6,1,67000,11,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
6,1,67000,11,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
6,1,67000,11,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
6,1,67000,11,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
6,1,67000,11,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
6,1,67000,11,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
6,1,67000,11,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
6,1,67000,11,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
6,1,67000,11,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
6,1,67000,12,1,1,35,1,3,0,-1,1,0,0,-1,0,0
6,1,67000,12,1,1,35,1,3,0,-1,2,0,0,-1,0,0
6,1,67000,12,1,1,35,1,3,0,-1,3,0,0,-1,0,0
6,1,67000,12,1,1,35,1,3,0,-1,4,0,0,-1,0,0
6,1,67000,12,1,1,35,1,3,0,-1,5,0,0,-1,0,0
6,1,67000,12,1,1,35,1,3,0,-1,6,0,0,-1,0,0
6,1,67000,12,1,1,35,1,3,0,-1,7,0,0,-1,0,0
6,1,67000,12,1,1,35,1,3,0,-1,8,0,0,-1,0,0
6,1,67000,12,1,1,35,1,3,0,-1,9,0,0,-1,0,0
6,1,67000,12,1,1,35,1,3,0,-1,10,0,0,-1,0,0
7,1,12000,13,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
7,1,12000,13,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
7,1,12000,13,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
7,1,12000,13,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
7,1,12000,13,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
7,1,12000,13,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
7,1,12000,13,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
7,1,12000,13,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
7,1,12000,13,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
7,1,12000,13,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
7,1,12000,14,1,1,35,1,3,0,-1,1,0,0,-1,0,0
7,1,12000,14,1,1,35,1,3,0,-1,2,0,0,-1,0,0
7,1,12000,14,1,1,35,1,3,0,-1,3,0,0,-1,0,0
7,1,12000,14,1,1,35,1,3,0,-1,4,0,0,-1,0,0
7,1,12000,14,1,1,35,1,3,0,-1,5,0,0,-1,0,0
7,1,12000,14,1,1,35,1,3,0,-1,6,0,0,-1,0,0
7,1,12000,14,1,1,35,1,3,0,-1,7,0,0,-1,0,0
7,1,12000,14,1,1,35,1,3,0,-1,8,0,0,-1,0,0
7,1,12000,14,1,1,35,1,3,0,-1,9,0,0,-1,0,0
7,1,12000,14,1,1,35,1,3,0,-1,10,0,0,-1,0,0
8,1,12000,15,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
8,1,12000,15,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
8,1,12000,15,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
8,1,12000,15,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
8,1,12000,15,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
8,1,12000,15,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
8,1,12000,15,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
8,1,12000,15,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
8,1,12000,15,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
8,1,12000,15,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
8,1,12000,16,1,1,35,1,3,0,-1,1,0,0,-1,0,0
8,1,12000,16,1,1,35,1,3,0,-1,2,0,0,-1,0,0
8,1,12000,16,1,1,35,1,3,0,-1,3,0,0,-1,0,0
8,1,12000,16,1,1,35,1,3,0,-1,4,0,0,-1,0,0
8,1,12000,16,1,1,35,1,3,0,-1,5,0,0,-1,0,0
8,1,12000,16,1,1,35,1,3,0,-1,6,0,0,-1,0,0
8,1,12000,16,1,1,35,1,3,0,-1,7,0,0,-1,0,0
8,1,12000,16,1,1,35,1,3,0,-1,8,0,0,-1,0,0
8,1,12000,16,1,1,35,1,3,0,-1,9,0,0,-1,0,0
8,1,12000,16,1,1,35,1,3,0,-1,10,0,0,-1,0,0
9,1,12000,17,1,1,35,1,3,0,-1,1,0,0,-1,0,0
9,1,12000,17,1,1,35,1,3,0,-1,2,0,0,-1,0,0
9,1,12000,17,1,1,35,1,3,0,-1,3,0,0,-1,0,0
9,1,12000,17,1,1,35,1,3,0,-1,4,0,0,-1,0,0
9,1,12000,17,1,1,35,1,3,0,-1,5,0,0,-1,0,0
9,1,12000,17,1,1,35,1,3,0,-1,6,0,0,-1,0,0
9,1,12000,17,1,1,35,1,3,0,-1,7,0,0,-1,0,0
9,1,12000,17,1,1,35,1,3,0,-1,8,0,0,-1,0,0
9,1,12000,17,1,1,35,1,3,0,-1,9,0,0,-1,0,0
9,1,12000,17,1,1,35,1,3,0,-1,10,0,0,-1,0,0
9,1,12000,18,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
9,1,12000,18,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
9,1,12000,18,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
9,1,12000,18,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
9,1,12000,18,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
9,1,12000,18,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
9,1,12000,18,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
9,1,12000,18,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
9,1,12000,18,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
9,1,12000,18,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
10,2,14000,19,1,1,35,1,3,0,-1,1,0,0,-1,0,0
10,2,14000,19,1,1,35,1,3,0,-1,2,0,0,-1,0,0
10,2,14000,19,1,1,35,1,3,0,-1,3,0,0,-1,0,0
10,2,14000,19,1,1,35,1,3,0,-1,4,0,0,-1,0,0
10,2,14000,19,1,1,35,1,3,0,-1,5,0,0,-1,0,0
10,2,14000,19,1,1,35,1,3,0,-1,6,0,0,-1,0,0
10,2,14000,19,1,1,35,1,3,0,-1,7,0,0,-1,0,0
10,2,14000,19,1,1,35,1,3,0,-1,8,0,0,-1,0,0
10,2,14000,19,1,1,35,1,3,0,-1,9,0,0,-1,0,0
10,2,14000,19,1,1,35,1,3,0,-1,10,0,0,-1,0,0
10,2,14000,20,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
10,2,14000,20,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
10,2,14000,20,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
10,2,14000,20,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
10,2,14000,20,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
10,2,14000,20,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
10,2,14000,20,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
10,2,14000,20,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
10,2,14000,20,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
10,2,14000,20,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
11,2,14000,21,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
11,2,14000,21,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
11,2,14000,21,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
11,2,14000,21,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
11,2,14000,21,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
11,2,14000,21,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
11,2,14000,21,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
11,2,14000,21,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
11,2,14000,21,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
11,2,14000,21,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
11,2,14000,22,1,1,35,1,3,0,-1,1,0,0,-1,0,0
11,2,14000,22,1,1,35,1,3,0,-1,2,0,0,-1,0,0
11,2,14000,22,1,1,35,1,3,0,-1,3,0,0,-1,0,0
11,2,14000,22,1,1,35,1,3,0,-1,4,0,0,-1,0,0
11,2,14000,22,1,1,35,1,3,0,-1,5,0,0,-1,0,0
11,2,14000,22,1,1,35,1,3,0,-1,6,0,0,-1,0,0
11,2,14000,22,1,1,35,1,3,0,-1,7,0,0,-1,0,0
11,2,14000,22,1,1,35,1,3,0,-1,8,0,0,-1,0,0
11,2,14000,22,1,1,35,1,3,0,-1,9,0,0,-1,0,0
11,2,14000,22,1,1,35,1,3,0,-1,10,0,0,-1,0,0
12,2,14000,23,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
12,2,14000,23,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
12,2,14000,23,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
12,2,14000,23,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
12,2,14000,23,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
12,2,14000,23,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
12,2,14000,23,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
12,2,14000,23,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
12,2,14000,23,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
12,2,14000,23,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
12,2,14000,24,1,1,35,1,3,0,-1,1,0,0,-1,0,0
12,2,14000,24,1,1,35,1,3,0,-1,2,0,0,-1,0,0
12,2,14000,24,1,1,35,1,3,0,-1,3,0,0,-1,0,0
12,2,14000,24,1,1,35,1,3,0,-1,4,0,0,-1,0,0
12,2,14000,24,1,1,35,1,3,0,-1,5,0,0,-1,0,0
12,2,14000,24,1,1,35,1,3,0,-1,6,0,0,-1,0,0
12,2,14000,24,1,1,35,1,3,0,-1,7,0,0,-1,0,0
12,2,14000,24,1,1,35,1,3,0,-1,8,0,0,-1,0,0
12,2,14000,24,1,1,35,1,3,0,-1,9,0,0,-1,0,0
12,2,14000,24,1,1,35,1,3,0,-1,10,0,0,-1,0,0
13,2,67000,25,1,1,35,1,3,0,-1,1,0,0,-1,0,0
13,2,67000,25,1,1,35,1,3,0,-1,2,0,0,-1,0,0
13,2,67000,25,1,1,35,1,3,0,-1,3,0,0,-1,0,0
13,2,67000,25,1,1,35,1,3,0,-1,4,0,0,-1,0,0
13,2,67000,25,1,1,35,1,3,0,-1,5,0,0,-1,0,0
13,2,67000,25,1,1,35,1,3,0,-1,6,0,0,-1,0,0
13,2,67000,25,1,1,35,1,3,0,-1,7,0,0,-1,0,0
13,2,67000,25,1,1,35,1,3,0,-1,8,0,0,-1,0,0
13,2,67000,25,1,1,35,1,3,0,-1,9,0,0,-1,0,0
13,2,67000,25,1,1,35,1,3,0,-1,10,0,0,-1,0,0
13,2,67000,26,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
13,2,67000,26,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
13,2,67000,26,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
13,2,67000,26,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
13,2,67000,26,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
13,2,67000,26,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
13,2,67000,26,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
13,2,67000,26,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
13,2,67000,26,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
13,2,67000,26,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
14,2,67000,27,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
14,2,67000,27,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
14,2,67000,27,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
14,2,67000,27,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
14,2,67000,27,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
14,2,67000,27,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
14,2,67000,27,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
14,2,67000,27,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
14,2,67000,27,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
14,2,67000,27,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
14,2,67000,28,1,1,35,1,3,0,-1,1,0,0,-1,0,0
14,2,67000,28,1,1,35,1,3,0,-1,2,0,0,-1,0,0
14,2,67000,28,1,1,35,1,3,0,-1,3,0,0,-1,0,0
14,2,67000,28,1,1,35,1,3,0,-1,4,0,0,-1,0,0
14,2,67000,28,1,1,35,1,3,0,-1,5,0,0,-1,0,0
14,2,67000,28,1,1,35,1,3,0,-1,6,0,0,-1,0,0
14,2,67000,28,1,1,35,1,3,0,-1,7,0,0,-1,0,0
14,2,67000,28,1,1,35,1,3,0,-1,8,0,0,-1,0,0
14,2,67000,28,1,1,35,1,3,0,-1,9,0,0,-1,0,0
14,2,67000,28,1,1,35,1,3,0,-1,10,0,0,-1,0,0
15,2,67000,29,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
15,2,67000,29,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
15,2,67000,29,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
15,2,67000,29,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
15,2,67000,29,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
15,2,67000,29,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
15,2,67000,29,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
15,2,67000,29,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
15,2,67000,29,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
15,2,67000,29,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
15,2,67000,30,1,1,35,1,3,0,-1,1,0,0,-1,0,0
15,2,67000,30,1,1,35,1,3,0,-1,2,0,0,-1,0,0
15,2,67000,30,1,1,35,1,3,0,-1,3,0,0,-1,0,0
15,2,67000,30,1,1,35,1,3,0,-1,4,0,0,-1,0,0
15,2,67000,30,1,1,35,1,3,0,-1,5,0,0,-1,0,0
15,2,67000,30,1,1,35,1,3,0,-1,6,0,0,-1,0,0
15,2,67000,30,1,1,35,1,3,0,-1,7,0,0,-1,0,0
15,2,67000,30,1,1,35,1,3,0,-1,8,0,0,-1,0,0
15,2,67000,30,1,1,35,1,3,0,-1,9,0,0,-1,0,0
15,2,67000,30,1,1,35,1,3,0,-1,10,0,0,-1,0,0
16,2,12000,31,1,1,35,1,3,0,-1,1,0,0,-1,0,0
16,2,12000,31,1,1,35,1,3,0,-1,2,0,0,-1,0,0
16,2,12000,31,1,1,35,1,3,0,-1,3,0,0,-1,0,0
16,2,12000,31,1,1,35,1,3,0,-1,4,0,0,-1,0,0
16,2,12000,31,1,1,35,1,3,0,-1,5,0,0,-1,0,0
16,2,12000,31,1,1,35,1,3,0,-1,6,0,0,-1,0,0
16,2,12000,31,1,1,35,1,3,0,-1,7,0,0,-1,0,0
16,2,12000,31,1,1,35,1,3,0,-1,8,0,0,-1,0,0
16,2,12000,31,1,1,35,1,3,0,-1,9,0,0,-1,0,0
16,2,12000,31,1,1,35,1,3,0,-1,10,0,0,-1,0,0
16,2,12000,32,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
16,2,12000,32,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
16,2,12000,32,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
16,2,12000,32,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
16,2,12000,32,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
16,2,12000,32,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
16,2,12000,32,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
16,2,12000,32,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
16,2,12000,32,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
16,2,12000,32,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
17,2,12000,33,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
17,2,12000,33,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
17,2,12000,33,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
17,2,12000,33,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
17,2,12000,33,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
17,2,12000,33,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
17,2,12000,33,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
17,2,12000,33,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
17,2,12000,33,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
17,2,12000,33,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
17,2,12000,34,1,1,35,1,3,0,-1,1,0,0,-1,0,0
17,2,12000,34,1,1,35,1,3,0,-1,2,0,0,-1,0,0
17,2,12000,34,1,1,35,1,3,0,-1,3,0,0,-1,0,0
17,2,12000,34,1,1,35,1,3,0,-1,4,0,0,-1,0,0
17,2,12000,34,1,1,35,1,3,0,-1,5,0,0,-1,0,0
17,2,12000,34,1,1,35,1,3,0,-1,6,0,0,-1,0,0
17,2,12000,34,1,1,35,1,3,0,-1,7,0,0,-1,0,0
17,2,12000,34,1,1,35,1,3,0,-1,8,0,0,-1,0,0
17,2,12000,34,1,1,35,1,3,0,-1,9,0,0,-1,0,0
17,2,12000,34,1,1,35,1,3,0,-1,10,0,0,-1,0,0
18,2,12000,35,1,1,35,1,3,0,-1,1,0,0,-1,0,0
18,2,12000,35,1,1,35,1,3,0,-1,2,0,0,-1,0,0
18,2,12000,35,1,1,35,1,3,0,-1,3,0,0,-1,0,0
18,2,12000,35,1,1,35,1,3,0,-1,4,0,0,-1,0,0
18,2,12000,35,1,1,35,1,3,0,-1,5,0,0,-1,0,0
18,2,12000,35,1,1,35,1,3,0,-1,6,0,0,-1,0,0
18,2,12000,35,1,1,35,1,3,0,-1,7,0,0,-1,0,0
18,2,12000,35,1,1,35,1,3,0,-1,8,0,0,-1,0,0
18,2,12000,35,1,1,35,1,3,0,-1,9,0,0,-1,0,0
18,2,12000,35,1,1,35,1,3,0,-1,10,0,0,-1,0,0
18,2,12000,36,2,4,55,3,3,-1,-1,1,0,0,-1,0,0
18,2,12000,36,2,4,55,3,3,-1,-1,2,0,0,-1,0,0
18,2,12000,36,2,4,55,3,3,-1,-1,3,0,0,-1,0,0
18,2,12000,36,2,4,55,3,3,-1,-1,4,0,0,-1,0,0
18,2,12000,36,2,4,55,3,3,-1,-1,5,0,0,-1,0,0
18,2,12000,36,2,4,55,3,3,-1,-1,6,0,0,-1,0,0
18,2,12000,36,2,4,55,3,3,-1,-1,7,0,0,-1,0,0
18,2,12000,36,2,4,55,3,3,-1,-1,8,0,0,-1,0,0
18,2,12000,36,2,4,55,3,3,-1,-1,9,0,0,-1,0,0
18,2,12000,36,2,4,55,3,3,-1,-1,10,0,0,-1,0,0
19,3,14000,37,1,1,35,1,3,0,-1,1,0,0,-1,0,0
19,3,14000,37,1,1,35,1,3,0,-1,2,0,0,-1,0,0
19,3,14000,37,1,1,35,1,3,0,-1,3,0,0,-1,0,0
19,3,14000,37,1,1,35,1,3,0,-1,4,0,0,-1,0,0
19,3,14000,37,1,1,35,1,3,0,-1,5,0,0,-1,0,0
19,3,14000,37,1,1,35,1,3,0,-1,6,0,0,-1,0,0
19,3,14000,37,1,1,35,1,3,0,-1,7,0,0,-1,0,0
