distbin,District,purpose,value
23,5: East Suburban,Work,0
24,5: East Suburban,Work,0
25,5: East Suburban,Work,0
26,5: East Suburban,Work,0
27,5: East Suburban,Work,0
28,5: East Suburban,Work,0
29,5: East Suburban,Work,0
30,5: East Suburban,Work,0
31,5: East Suburban,Work,0
32,5: East Suburban,Work,0
33,5: East Suburban,Work,0
34,5: East Suburban,Work,0
35,5: East Suburban,Work,0
36,5: East Suburban,Work,0
37,5: East Suburban,Work,0
38,5: East Suburban,Work,0
39,5: East Suburban,Work,0
40,5: East Suburban,Work,0
41,5: East Suburban,Work,0
42,5: East Suburban,Work,0
43,5: East Suburban,Work,0
44,5: East Suburban,Work,0
45,5: East Suburban,Work,0
46,5: East Suburban,Work,0
47,5: East Suburban,Work,0
48,5: East Suburban,Work,0
49,5: East Suburban,Work,0
50,5: East Suburban,Work,0
51,5: East Suburban,Work,0
1,6: North County West,Work,0
2,6: North County West,Work,0
3,6: North County West,Work,0
4,6: North County West,Work,0
5,6: North County West,Work,0
6,6: North County West,Work,0
7,6: North County West,Work,0
8,6: North County West,Work,0
9,6: North County West,Work,0
10,6: North County West,Work,0
11,6: North County West,Work,0
12,6: North County West,Work,0
13,6: North County West,Work,0
14,6: North County West,Work,0
15,6: North County West,Work,0
16,6: North County West,Work,0
17,6: North County West,Work,0
18,6: North County West,Work,0
19,6: North County West,Work,0
20,6: North County West,Work,0
21,6: North County West,Work,0
22,6: North County West,Work,0
23,6: North County West,Work,0
24,6: North County West,Work,0
25,6: North County West,Work,0
26,6: North County West,Work,0
27,6: North County West,Work,0
28,6: North County West,Work,0
29,6: North County West,Work,0
30,6: North County West,Work,0
31,6: North County West,Work,0
32,6: North County West,Work,0
33,6: North County West,Work,0
34,6: North County West,Work,0
35,6: North County West,Work,0
36,6: North County West,Work,0
37,6: North County West,Work,0
38,6: North County West,Work,0
39,6: North County West,Work,0
40,6: North County West,Work,0
41,6: North County West,Work,0
42,6: North County West,Work,0
43,6: North County West,Work,0
44,6: North County West,Work,0
45,6: North County West,Work,0
46,6: North County West,Work,0
47,6: North County West,Work,0
48,6: North County West,Work,0
49,6: North County West,Work,0
50,6: North County West,Work,0
51,6: North County West,Work,0
1,7: North County East,Work,0
2,7: North County East,Work,0
3,7: North County East,Work,0
4,7: North County East,Work,0
5,7: North County East,Work,0
6,7: North County East,Work,0
7,7: North County East,Work,0
8,7: North County East,Work,0
9,7: North County East,Work,0
10,7: North County East,Work,0
11,7: North County East,Work,0
12,7: North County East,Work,0
13,7: North County East,Work,0
14,7: North County East,Work,0
15,7: North County East,Work,0
16,7: North County East,Work,0
17,7: North County East,Work,0
18,7: North County East,Work,0
19,7: North County East,Work,0
20,7: North County East,Work,0
21,7: North County East,Work,0
22,7: North County East,Work,0
23,7: North County East,Work,0
24,7: North County East,Work,0
25,7: North County East,Work,0
26,7: North County East,Work,0
27,7: North County East,Work,0
28,7: North County East,Work,0
29,7: North County East,Work,0
30,7: North County East,Work,0
31,7: North County East,Work,0
32,7: North County East,Work,0
33,7: North County East,Work,0
34,7: North County East,Work,0
35,7: North County East,Work,0
36,7: North County East,Work,0
37,7: North County East,Work,0
38,7: North County East,Work,0
39,7: North County East,Work,0
40,7: North County East,Work,0
41,7: North County East,Work,0
42,7: North County East,Work,0
43,7: North County East,Work,0
44,7: North County East,Work,0
45,7: North County East,Work,0
46,7: North County East,Work,0
47,7: North County East,Work,0
48,7: North County East,Work,0
49,7: North County East,Work,0
50,7: North County East,Work,0
51,7: North County East,Work,0
1,8: East County,Work,0
2,8: East County,Work,0
3,8: East County,Work,0
4,8: East County,Work,0
5,8: East County,Work,0
6,8: East County,Work,0
7,8: East County,Work,0
8,8: East County,Work,0
9,8: East County,Work,0
10,8: East County,Work,0
11,8: East County,Work,0
12,8: East County,Work,0
13,8: East County,Work,0
14,8: East County,Work,0
15,8: East County,Work,0
16,8: East County,Work,0
17,8: East County,Work,0
18,8: East County,Work,0
19,8: East County,Work,0
20,8: East County,Work,0
21,8: East County,Work,0
22,8: East County,Work,0
23,8: East County,Work,0
24,8: East County,Work,0
25,8: East County,Work,0
26,8: East County,Work,0
27,8: East County,Work,0
28,8: East County,Work,0
29,8: East County,Work,0
30,8: East County,Work,0
31,8: East County,Work,0
32,8: East County,Work,0
33,8: East County,Work,0
34,8: East County,Work,0
35,8: East County,Work,0
36,8: East County,Work,0
37,8: East County,Work,0
38,8: East County,Work,0
39,8: East County,Work,0
40,8: East County,Work,0
41,8: East County,Work,0
42,8: East County,Work,0
43,8: East County,Work,0
44,8: East County,Work,0
45,8: East County,Work,0
46,8: East County,Work,0
47,8: East County,Work,0
48,8: East County,Work,0
49,8: East County,Work,0
50,8: East County,Work,0
51,8: East County,Work,0
1,Total,Work,0
2,Total,Work,0
3,Total,Work,0
4,Total,Work,0
5,Total,Work,0
6,Total,Work,0
7,Total,Work,0
8,Total,Work,0
9,Total,Work,0
10,Total,Work,0
11,Total,Work,0
12,Total,Work,0
13,Total,Work,0
14,Total,Work,0
15,Total,Work,0
16,Total,Work,0
17,Total,Work,0
18,Total,Work,0
19,Total,Work,0
20,Total,Work,0
21,Total,Work,0
22,Total,Work,0
23,Total,Work,0
24,Total,Work,0
25,Total,Work,0
26,Total,Work,0
27,Total,Work,0
28,Total,Work,0
29,Total,Work,0
30,Total,Work,0
31,Total,Work,0
32,Total,Work,0
33,Total,Work,0
34,Total,Work,0
35,Total,Work,0
36,Total,Work,0
37,Total,Work,0
38,Total,Work,0
39,Total,Work,0
40,Total,Work,0
41,Total,Work,0
42,Total,Work,0
43,Total,Work,0
44,Total,Work,0
45,Total,Work,0
46,Total,Work,0
47,Total,Work,0
48,Total,Work,0
49,Total,Work,0
50,Total,Work,0
51,Total,Work,0
1,1: Downtown,University,0
2,1: Downtown,University,0
3,1: Downtown,University,0
4,1: Downtown,University,0
5,1: Downtown,University,0
6,1: Downtown,University,0
7,1: Downtown,University,0
8,1: Downtown,University,0
9,1: Downtown,University,0
10,1: Downtown,University,0
11,1: Downtown,University,0
12,1: Downtown,University,0
13,1: Downtown,University,0
14,1: Downtown,University,0
15,1: Downtown,University,0
16,1: Downtown,University,0
17,1: Downtown,University,0
18,1: Downtown,University,0
19,1: Downtown,University,0
20,1: Downtown,University,0
21,1: Downtown,University,0
22,1: Downtown,University,0
23,1: Downtown,University,0
24,1: Downtown,University,0
25,1: Downtown,University,0
26,1: Downtown,University,0
27,1: Downtown,University,0
28,1: Downtown,University,0
29,1: Downtown,University,0
30,1: Downtown,University,0
31,1: Downtown,University,0
32,1: Downtown,University,0
33,1: Downtown,University,0
34,1: Downtown,University,0
35,1: Downtown,University,0
36,1: Downtown,University,0
37,1: Downtown,University,0
38,1: Downtown,University,0
39,1: Downtown,University,0
40,1: Downtown,University,0
41,1: Downtown,University,0
42,1: Downtown,University,0
43,1: Downtown,University,0
44,1: Downtown,University,0
45,1: Downtown,University,0
46,1: Downtown,University,0
47,1: Downtown,University,0
48,1: Downtown,University,0
49,1: Downtown,University,0
50,1: Downtown,University,0
51,1: Downtown,University,0
1,2: Central,University,0
2,2: Central,University,0
3,2: Central,University,0
4,2: Central,University,0
5,2: Central,University,0
6,2: Central,University,0
7,2: Central,University,0
8,2: Central,University,0
9,2: Central,University,0
10,2: Central,University,0
11,2: Central,University,0
12,2: Central,University,0
13,2: Central,University,0
14,2: Central,University,0
15,2: Central,University,0
16,2: Central,University,0
17,2: Central,University,0
18,2: Central,University,0
19,2: Central,University,0
20,2: Central,University,0
21,2: Central,University,0
22,2: Central,University,0
23,2: Central,University,0
24,2: Central,University,0
25,2: Central,University,0
26,2: Central,University,0
27,2: Central,University,0
28,2: Central,University,0
29,2: Central,University,0
30,2: Central,University,0
31,2: Central,University,0
32,2: Central,University,0
33,2: Central,University,0
34,2: Central,University,0
35,2: Central,University,0
36,2: Central,University,0
37,2: Central,University,0
38,2: Central,University,0
39,2: Central,University,0
40,2: Central,University,0
41,2: Central,University,0
42,2: Central,University,0
43,2: Central,University,0
44,2: Central,University,0
45,2: Central,University,0
46,2: Central,University,0
47,2: Central,University,0
48,2: Central,University,0
49,2: Central,University,0
50,2: Central,University,0
51,2: Central,University,0
1,3: North City,University,0
2,3: North City,University,0
3,3: North City,University,0
4,3: North City,University,0
5,3: North City,University,0
6,3: North City,University,0
7,3: North City,University,0
8,3: North City,University,0
9,3: North City,University,0
10,3: North City,University,0
11,3: North City,University,0
12,3: North City,University,0
13,3: North City,University,0
14,3: North City,University,0
15,3: North City,University,0
16,3: North City,University,0
17,3: North City,University,0
18,3: North City,University,0
19,3: North City,University,0
20,3: North City,University,0
21,3: North City,University,0
22,3: North City,University,0
23,3: North City,University,0
24,3: North City,University,0
25,3: North City,University,0
26,3: North City,University,0
27,3: North City,University,0
28,3: North City,University,0
29,3: North City,University,0
30,3: North City,University,0
31,3: North City,University,0
32,3: North City,University,0
33,3: North City,University,0
34,3: North City,University,0
35,3: North City,University,0
36,3: North City,University,0
37,3: North City,University,0
38,3: North City,University,0
39,3: North City,University,0
40,3: North City,University,0
41,3: North City,University,0
42,3: North City,University,0
43,3: North City,University,0
44,3: North City,University,0
45,3: North City,University,0
46,3: North City,University,0
47,3: North City,University,0
48,3: North City,University,0
49,3: North City,University,0
50,3: North City,University,0
51,3: North City,University,0
1,4: South Suburban,University,0
2,4: South Suburban,University,0
3,4: South Suburban,University,0
4,4: South Suburban,University,0
5,4: South Suburban,University,0
6,4: South Suburban,University,0
7,4: South Suburban,University,0
8,4: South Suburban,University,0
9,4: South Suburban,University,0
10,4: South Suburban,University,0
11,4: South Suburban,University,0
12,4: South Suburban,University,0
13,4: South Suburban,University,0
14,4: South Suburban,University,0
15,4: South Suburban,University,0
16,4: South Suburban,University,0
17,4: South Suburban,University,0
18,4: South Suburban,University,0
19,4: South Suburban,University,0
20,4: South Suburban,University,0
21,4: South Suburban,University,0
22,4: South Suburban,University,0
23,4: South Suburban,University,0
24,4: South Suburban,University,0
25,4: South Suburban,University,0
26,4: South Suburban,University,0
27,4: South Suburban,University,0
28,4: South Suburban,University,0
29,4: South Suburban,University,0
30,4: South Suburban,University,0
31,4: South Suburban,University,0
32,4: South Suburban,University,0
33,4: South Suburban,University,0
34,4: South Suburban,University,0
35,4: South Suburban,University,0
36,4: South Suburban,University,0
37,4: South Suburban,University,0
38,4: South Suburban,University,0
39,4: South Suburban,University,0
40,4: South Suburban,University,0
41,4: South Suburban,University,0
42,4: South Suburban,University,0
43,4: South Suburban,University,0
44,4: South Suburban,University,0
45,4: South Suburban,University,0
46,4: South Suburban,University,0
47,4: South Suburban,University,0
48,4: South Suburban,University,0
49,4: South Suburban,University,0
50,4: South Suburban,University,0
51,4: South Suburban,University,0
1,5: East Suburban,University,0
2,5: East Suburban,University,0
3,5: East Suburban,University,0
4,5: East Suburban,University,0
5,5: East Suburban,University,0
6,5: East Suburban,University,0
7,5: East Suburban,University,0
8,5: East Suburban,University,0
9,5: East Suburban,University,0
10,5: East Suburban,University,0
11,5: East Suburban,University,0
12,5: East Suburban,University,0
13,5: East Suburban,University,0
14,5: East Suburban,University,0
15,5: East Suburban,University,0
16,5: East Suburban,University,0
17,5: East Suburban,University,0
18,5: East Suburban,University,0
19,5: East Suburban,University,0
20,5: East Suburban,University,0
21,5: East Suburban,University,0
22,5: East Suburban,University,0
23,5: East Suburban,University,0
24,5: East Suburban,University,0
25,5: East Suburban,University,0
26,5: East Suburban,University,0
27,5: East Suburban,University,0
28,5: East Suburban,University,0
29,5: East Suburban,University,0
30,5: East Suburban,University,0
31,5: East Suburban,University,0
32,5: East Suburban,University,0
33,5: East Suburban,University,0
34,5: East Suburban,University,0
35,5: East Suburban,University,0
36,5: East Suburban,University,0
37,5: East Suburban,University,0
38,5: East Suburban,University,0
39,5: East Suburban,University,0
40,5: East Suburban,University,0
41,5: East Suburban,University,0
42,5: East Suburban,University,0
43,5: East Suburban,University,0
44,5: East Suburban,University,0
45,5: East Suburban,University,0
46,5: East Suburban,University,0
47,5: East Suburban,University,0
48,5: East Suburban,University,0
49,5: East Suburban,University,0
50,5: East Suburban,University,0
51,5: East Suburban,University,0
1,6: North County West,University,0
2,6: North County West,University,0
3,6: North County West,University,0
4,6: North County West,University,0
5,6: North County West,University,0
6,6: North County West,University,0
7,6: North County West,University,0
8,6: North County West,University,0
9,6: North County West,University,0
10,6: North County West,University,0
11,6: North County West,University,0
12,6: North County West,University,0
13,6: North County West,University,0
14,6: North County West,University,0
15,6: North County West,University,0
16,6: North County West,University,0
17,6: North County West,University,0
18,6: North County West,University,0
19,6: North County West,University,0
20,6: North County West,University,0
21,6: North County West,University,0
22,6: North County West,University,0
23,6: North County West,University,0
24,6: North County West,University,0
25,6: North County West,University,0
26,6: North County West,University,0
27,6: North County West,University,0
28,6: North County West,University,0
29,6: North County West,University,0
30,6: North County West,University,0
31,6: North County West,University,0
32,6: North County West,University,0
33,6: North County West,University,0
34,6: North County West,University,0
35,6: North County West,University,0
36,6: North County West,University,0
37,6: North County West,University,0
38,6: North County West,University,0
39,6: North County West,University,0
40,6: North County West,University,0
41,6: North County West,University,0
42,6: North County West,University,0
43,6: North County West,University,0
44,6: North County West,University,0
45,6: North County West,University,0
46,6: North County West,University,0
47,6: North County West,University,0
48,6: North County West,University,0
49,6: North County West,University,0
50,6: North County West,University,0
51,6: North County West,University,0
1,7: North County East,University,0
2,7: North County East,University,0
3,7: North County East,University,0
4,7: North County East,University,0
5,7: North County East,University,0
6,7: North County East,University,0
7,7: North County East,University,0
8,7: North County East,University,0
9,7: North County East,University,0
10,7: North County East,University,0
11,7: North County East,University,0
12,7: North County East,University,0
13,7: North County East,University,0
14,7: North County East,University,0
15,7: North County East,University,0
16,7: North County East,University,0
17,7: North County East,University,0
18,7: North County East,University,0
19,7: North County East,University,0
20,7: North County East,University,0
21,7: North County East,University,0
22,7: North County East,University,0
23,7: North County East,University,0
24,7: North County East,University,0
25,7: North County East,University,0
26,7: North County East,University,0
27,7: North County East,University,0
28,7: North County East,University,0
29,7: North County East,University,0
30,7: North County East,University,0
31,7: North County East,University,0
32,7: North County East,University,0
33,7: North County East,University,0
34,7: North County East,University,0
35,7: North County East,University,0
36,7: North County East,University,0
37,7: North County East,University,0
38,7: North County East,University,0
39,7: North County East,University,0
40,7: North County East,University,0
41,7: North County East,University,0
42,7: North County East,University,0
43,7: North County East,University,0
44,7: North County East,University,0
45,7: North County East,University,0
46,7: North County East,University,0
47,7: North County East,University,0
48,7: North County East,University,0
49,7: North County East,University,0
50,7: North County East,University,0
51,7: North County East,University,0
1,8: East County,University,0
2,8: East County,University,0
3,8: East County,University,0
4,8: East County,University,0
5,8: East County,University,0
6,8: East County,University,0
7,8: East County,University,0
8,8: East County,University,0
9,8: East County,University,0
10,8: East County,University,0
11,8: East County,University,0
12,8: East County,University,0
13,8: East County,University,0
14,8: East County,University,0
15,8: East County,University,0
16,8: East County,University,0
17,8: East County,University,0
18,8: East County,University,0
19,8: East County,University,0
20,8: East County,University,0
21,8: East County,University,0
22,8: East County,University,0
23,8: East County,University,0
24,8: East County,University,0
25,8: East County,University,0
26,8: East County,University,0
27,8: East County,University,0
28,8: East County,University,0
29,8: East County,University,0
30,8: East County,University,0
31,8: East County,University,0
32,8: East County,University,0
33,8: East County,University,0
34,8: East County,University,0
35,8: East County,University,0
36,8: East County,University,0
37,8: East County,University,0
38,8: East County,University,0
39,8: East County,University,0
40,8: East County,University,0
41,8: East County,University,0
42,8: East County,University,0
43,8: East County,University,0
44,8: East County,University,0
45,8: East County,University,0
46,8: East County,University,0
47,8: East County,University,0
48,8: East County,University,0
49,8: East County,University,0
50,8: East County,University,0
51,8: East County,University,0
1,Total,University,0
2,Total,University,0
3,Total,University,0
4,Total,University,0
5,Total,University,0
6,Total,University,0
7,Total,University,0
8,Total,University,0
9,Total,University,0
10,Total,University,0
11,Total,University,0
12,Total,University,0
13,Total,University,0
14,Total,University,0
15,Total,University,0
16,Total,University,0
17,Total,University,0
18,Total,University,0
19,Total,University,0
20,Total,University,0
21,Total,University,0
22,Total,University,0
23,Total,University,0
24,Total,University,0
25,Total,University,0
26,Total,University,0
27,Total,University,0
28,Total,University,0
29,Total,University,0
30,Total,University,0
31,Total,University,0
32,Total,University,0
33,Total,University,0
34,Total,University,0
35,Total,University,0
36,Total,University,0
37,Total,University,0
38,Total,University,0
39,Total,University,0
40,Total,University,0
41,Total,University,0
42,Total,University,0
43,Total,University,0
44,Total,University,0
45,Total,University,0
46,Total,University,0
47,Total,University,0
48,Total,University,0
49,Total,University,0
50,Total,University,0
51,Total,University,0
1,1: Downtown,School,0
2,1: Downtown,School,0
3,1: Downtown,School,0
4,1: Downtown,School,0
5,1: Downtown,School,0
6,1: Downtown,School,0
7,1: Downtown,School,0
8,1: Downtown,School,0
9,1: Downtown,School,0
10,1: Downtown,School,0
11,1: Downtown,School,0
12,1: Downtown,School,0
13,1: Downtown,School,0
14,1: Downtown,School,0
15,1: Downtown,School,0
16,1: Downtown,School,0
17,1: Downtown,School,0
18,1: Downtown,School,0
19,1: Downtown,School,0
20,1: Downtown,School,0
21,1: Downtown,School,0
22,1: Downtown,School,0
23,1: Downtown,School,0
24,1: Downtown,School,0
25,1: Downtown,School,0
26,1: Downtown,School,0
27,1: Downtown,School,0
28,1: Downtown,School,0
29,1: Downtown,School,0
30,1: Downtown,School,0
31,1: Downtown,School,0
32,1: Downtown,School,0
33,1: Downtown,School,0
34,1: Downtown,School,0
35,1: Downtown,School,0
36,1: Downtown,School,0
37,1: Downtown,School,0
38,1: Downtown,School,0
39,1: Downtown,School,0
40,1: Downtown,School,0
41,1: Downtown,School,0
42,1: Downtown,School,0
43,1: Downtown,School,0
44,1: Downtown,School,0
45,1: Downtown,School,0
46,1: Downtown,School,0
47,1: Downtown,School,0
48,1: Downtown,School,0
49,1: Downtown,School,0
50,1: Downtown,School,0
51,1: Downtown,School,0
1,2: Central,School,0
2,2: Central,School,0
3,2: Central,School,0
4,2: Central,School,0
5,2: Central,School,0
6,2: Central,School,0
7,2: Central,School,0
8,2: Central,School,0
9,2: Central,School,0
10,2: Central,School,0
11,2: Central,School,0
12,2: Central,School,0
13,2: Central,School,0
14,2: Central,School,0
15,2: Central,School,0
16,2: Central,School,0
17,2: Central,School,0
18,2: Central,School,0
19,2: Central,School,0
20,2: Central,School,0
21,2: Central,School,0
22,2: Central,School,0
23,2: Central,School,0
24,2: Central,School,0
25,2: Central,School,0
26,2: Central,School,0
27,2: Central,School,0
28,2: Central,School,0
29,2: Central,School,0
30,2: Central,School,0
31,2: Central,School,0
32,2: Central,School,0
33,2: Central,School,0
34,2: Central,School,0
35,2: Central,School,0
36,2: Central,School,0
37,2: Central,School,0
38,2: Central,School,0
39,2: Central,School,0
40,2: Central,School,0
41,2: Central,School,0
42,2: Central,School,0
43,2: Central,School,0
44,2: Central,School,0
45,2: Central,School,0
46,2: Central,School,0
47,2: Central,School,0
48,2: Central,School,0
49,2: Central,School,0
50,2: Central,School,0
51,2: Central,School,0
1,3: North City,School,0
2,3: North City,School,0
3,3: North City,School,0
4,3: North City,School,0
5,3: North City,School,0
6,3: North City,School,0
7,3: North City,School,0
8,3: North City,School,0
9,3: North City,School,0
10,3: North City,School,0
11,3: North City,School,0
12,3: North City,School,0
13,3: North City,School,0
14,3: North City,School,0
15,3: North City,School,0
16,3: North City,School,0
17,3: North City,School,0
18,3: North City,School,0
19,3: North City,School,0
20,3: North City,School,0
21,3: North City,School,0
22,3: North City,School,0
23,3: North City,School,0
24,3: North City,School,0
25,3: North City,School,0
26,3: North City,School,0
27,3: North City,School,0
28,3: North City,School,0
29,3: North City,School,0
30,3: North City,School,0
31,3: North City,School,0
32,3: North City,School,0
33,3: North City,School,0
34,3: North City,School,0
35,3: North City,School,0
36,3: North City,School,0
37,3: North City,School,0
38,3: North City,School,0
39,3: North City,School,0
40,3: North City,School,0
41,3: North City,School,0
42,3: North City,School,0
43,3: North City,School,0
44,3: North City,School,0
45,3: North City,School,0
46,3: North City,School,0
47,3: North City,School,0
48,3: North City,School,0
49,3: North City,School,0
50,3: North City,School,0
51,3: North City,School,0
1,4: South Suburban,School,0
2,4: South Suburban,School,0
3,4: South Suburban,School,0
4,4: South Suburban,School,0
5,4: South Suburban,School,0
6,4: South Suburban,School,0
7,4: South Suburban,School,0
8,4: South Suburban,School,0
9,4: South Suburban,School,0
10,4: South Suburban,School,0
11,4: South Suburban,School,0
12,4: South Suburban,School,0
13,4: South Suburban,School,0
14,4: South Suburban,School,0
15,4: South Suburban,School,0
16,4: South Suburban,School,0
17,4: South Suburban,School,0
18,4: South Suburban,School,0
19,4: South Suburban,School,0
20,4: South Suburban,School,0
21,4: South Suburban,School,0
22,4: South Suburban,School,0
23,4: South Suburban,School,0
24,4: South Suburban,School,0
25,4: South Suburban,School,0
26,4: South Suburban,School,0
27,4: South Suburban,School,0
28,4: South Suburban,School,0
29,4: South Suburban,School,0
30,4: South Suburban,School,0
31,4: South Suburban,School,0
32,4: South Suburban,School,0
33,4: South Suburban,School,0
34,4: South Suburban,School,0
35,4: South Suburban,School,0
36,4: South Suburban,School,0
37,4: South Suburban,School,0
38,4: South Suburban,School,0
39,4: South Suburban,School,0
40,4: South Suburban,School,0
41,4: South Suburban,School,0
42,4: South Suburban,School,0
43,4: South Suburban,School,0
44,4: South Suburban,School,0
45,4: South Suburban,School,0
46,4: South Suburban,School,0
47,4: South Suburban,School,0
48,4: South Suburban,School,0
49,4: South Suburban,School,0
50,4: South Suburban,School,0
51,4: South Suburban,School,0
1,5: East Suburban,School,0
2,5: East Suburban,School,0
3,5: East Suburban,School,0
4,5: East Suburban,School,0
5,5: East Suburban,School,0
6,5: East Suburban,School,0
7,5: East Suburban,School,0
