tripmode,tourmode,purpose,value,grp_var
6,Walk-Transit,work,68599.59814,worktourmode6
7,Walk-Transit,work,0,worktourmode6
8,Walk-Transit,work,0,worktourmode6
9,Walk-Transit,work,0,worktourmode6
1,PNR-Transit,work,3541.628518,worktourmode7
2,PNR-Transit,work,3278.716772,worktourmode7
3,PNR-Transit,work,831.8523368,worktourmode7
4,PNR-Transit,work,777.1952033,worktourmode7
5,PNR-Transit,work,0,worktourmode7
6,PNR-Transit,work,1751.751731,worktourmode7
7,PNR-Transit,work,6943.111,worktourmode7
8,PNR-Transit,work,33.74443951,worktourmode7
9,PNR-Transit,work,0,worktourmode7
1,KNR-Transit,work,0,worktourmode8
2,KNR-Transit,work,10514.9184,worktourmode8
3,KNR-Transit,work,1605.441555,worktourmode8
4,KNR-Transit,work,2246.337357,worktourmode8
5,KNR-Transit,work,0,worktourmode8
6,KNR-Transit,work,3033.32413,worktourmode8
7,KNR-Transit,work,0,worktourmode8
8,KNR-Transit,work,9611.97856,worktourmode8
9,KNR-Transit,work,0,worktourmode8
1,School Bus,work,0,worktourmode9
2,School Bus,work,0,worktourmode9
3,School Bus,work,0,worktourmode9
4,School Bus,work,0,worktourmode9
5,School Bus,work,0,worktourmode9
6,School Bus,work,0,worktourmode9
7,School Bus,work,0,worktourmode9
8,School Bus,work,0,worktourmode9
9,School Bus,work,0,worktourmode9
1,Total,work,2832229.232,workTotal
2,Total,work,374780.6019,workTotal
3,Total,work,114815.902,workTotal
4,Total,work,76096.71308,workTotal
5,Total,work,37272.04282,workTotal
6,Total,work,73384.674,workTotal
7,Total,work,6943.111,workTotal
8,Total,work,9645.723,workTotal
9,Total,work,0,workTotal
1,Auto SOV,univ,138343,univtourmode1
2,Auto SOV,univ,0,univtourmode1
3,Auto SOV,univ,0,univtourmode1
4,Auto SOV,univ,0,univtourmode1
5,Auto SOV,univ,0,univtourmode1
6,Auto SOV,univ,0,univtourmode1
7,Auto SOV,univ,0,univtourmode1
8,Auto SOV,univ,0,univtourmode1
9,Auto SOV,univ,0,univtourmode1
1,Auto 2 Person,univ,18743.93268,univtourmode2
2,Auto 2 Person,univ,39659.81648,univtourmode2
3,Auto 2 Person,univ,0,univtourmode2
4,Auto 2 Person,univ,5347.250834,univtourmode2
5,Auto 2 Person,univ,0,univtourmode2
6,Auto 2 Person,univ,0,univtourmode2
7,Auto 2 Person,univ,0,univtourmode2
8,Auto 2 Person,univ,0,univtourmode2
9,Auto 2 Person,univ,0,univtourmode2
1,Auto 3+ Person,univ,5600.184947,univtourmode3
2,Auto 3+ Person,univ,5242.825711,univtourmode3
3,Auto 3+ Person,univ,25243.03426,univtourmode3
4,Auto 3+ Person,univ,1570.955081,univtourmode3
5,Auto 3+ Person,univ,0,univtourmode3
6,Auto 3+ Person,univ,0,univtourmode3
7,Auto 3+ Person,univ,0,univtourmode3
8,Auto 3+ Person,univ,0,univtourmode3
9,Auto 3+ Person,univ,0,univtourmode3
1,Walk,univ,0,univtourmode4
2,Walk,univ,0,univtourmode4
3,Walk,univ,0,univtourmode4
4,Walk,univ,11548,univtourmode4
5,Walk,univ,0,univtourmode4
6,Walk,univ,0,univtourmode4
7,Walk,univ,0,univtourmode4
8,Walk,univ,0,univtourmode4
9,Walk,univ,0,univtourmode4
1,Bike/Moped,univ,768.6397308,univtourmode5
2,Bike/Moped,univ,223.8015932,univtourmode5
3,Bike/Moped,univ,212.3645667,univtourmode5
4,Bike/Moped,univ,270.6811512,univtourmode5
5,Bike/Moped,univ,1292.512958,univtourmode5
6,Bike/Moped,univ,0,univtourmode5
7,Bike/Moped,univ,0,univtourmode5
8,Bike/Moped,univ,0,univtourmode5
9,Bike/Moped,univ,0,univtourmode5
1,Walk-Transit,univ,0,univtourmode6
2,Walk-Transit,univ,2645.366632,univtourmode6
3,Walk-Transit,univ,408.1058649,univtourmode6
4,Walk-Transit,univ,9159.628675,univtourmode6
5,Walk-Transit,univ,35.47524539,univtourmode6
6,Walk-Transit,univ,29772.30407,univtourmode6
7,Walk-Transit,univ,0,univtourmode6
8,Walk-Transit,univ,0,univtourmode6
9,Walk-Transit,univ,1630.119511,univtourmode6
1,PNR-Transit,univ,36.88292629,univtourmode7
2,PNR-Transit,univ,166.363589,univtourmode7
3,PNR-Transit,univ,46.62692243,univtourmode7
4,PNR-Transit,univ,59.76168114,univtourmode7
5,PNR-Transit,univ,0,univtourmode7
6,PNR-Transit,univ,931.1113811,univtourmode7
7,PNR-Transit,univ,1783.2535,univtourmode7
8,PNR-Transit,univ,0,univtourmode7
9,PNR-Transit,univ,0,univtourmode7
1,KNR-Transit,univ,0,univtourmode8
2,KNR-Transit,univ,0,univtourmode8
3,KNR-Transit,univ,0,univtourmode8
4,KNR-Transit,univ,1365.204953,univtourmode8
5,KNR-Transit,univ,0,univtourmode8
6,KNR-Transit,univ,4575.105547,univtourmode8
7,KNR-Transit,univ,0,univtourmode8
8,KNR-Transit,univ,3258.6895,univtourmode8
9,KNR-Transit,univ,0,univtourmode8
1,School Bus,univ,0,univtourmode9
2,School Bus,univ,0,univtourmode9
3,School Bus,univ,0,univtourmode9
4,School Bus,univ,0,univtourmode9
5,School Bus,univ,0,univtourmode9
6,School Bus,univ,0,univtourmode9
7,School Bus,univ,0,univtourmode9
8,School Bus,univ,0,univtourmode9
9,School Bus,univ,0,univtourmode9
1,Total,univ,163492.6403,univTotal
2,Total,univ,47938.17401,univTotal
3,Total,univ,25910.13161,univTotal
4,Total,univ,29321.48238,univTotal
5,Total,univ,1327.988203,univTotal
6,Total,univ,35278.521,univTotal
7,Total,univ,1783.2535,univTotal
8,Total,univ,3258.6895,univTotal
9,Total,univ,1630.119511,univTotal
1,Auto SOV,schl,44789,schltourmode1
2,Auto SOV,schl,0,schltourmode1
3,Auto SOV,schl,0,schltourmode1
4,Auto SOV,schl,0,schltourmode1
5,Auto SOV,schl,0,schltourmode1
6,Auto SOV,schl,0,schltourmode1
7,Auto SOV,schl,0,schltourmode1
8,Auto SOV,schl,0,schltourmode1
9,Auto SOV,schl,0,schltourmode1
1,Auto 2 Person,schl,19864.4801,schltourmode2
2,Auto 2 Person,schl,546600.7095,schltourmode2
3,Auto 2 Person,schl,0,schltourmode2
4,Auto 2 Person,schl,29543.8104,schltourmode2
5,Auto 2 Person,schl,0,schltourmode2
6,Auto 2 Person,schl,0,schltourmode2
7,Auto 2 Person,schl,0,schltourmode2
8,Auto 2 Person,schl,0,schltourmode2
9,Auto 2 Person,schl,0,schltourmode2
1,Auto 3+ Person,schl,3249.638385,schltourmode3
2,Auto 3+ Person,schl,130463.0554,schltourmode3
3,Auto 3+ Person,schl,666896.7343,schltourmode3
4,Auto 3+ Person,schl,36766.57191,schltourmode3
5,Auto 3+ Person,schl,0,schltourmode3
6,Auto 3+ Person,schl,0,schltourmode3
7,Auto 3+ Person,schl,0,schltourmode3
8,Auto 3+ Person,schl,0,schltourmode3
9,Auto 3+ Person,schl,0,schltourmode3
1,Walk,schl,0,schltourmode4
2,Walk,schl,0,schltourmode4
3,Walk,schl,0,schltourmode4
4,Walk,schl,68328,schltourmode4
5,Walk,schl,0,schltourmode4
6,Walk,schl,0,schltourmode4
7,Walk,schl,0,schltourmode4
8,Walk,schl,0,schltourmode4
9,Walk,schl,0,schltourmode4
1,Bike/Moped,schl,0,schltourmode5
2,Bike/Moped,schl,69.78028275,schltourmode5
3,Bike/Moped,schl,311.117372,schltourmode5
4,Bike/Moped,schl,219.2529838,schltourmode5
5,Bike/Moped,schl,16773.84936,schltourmode5
6,Bike/Moped,schl,0,schltourmode5
7,Bike/Moped,schl,0,schltourmode5
8,Bike/Moped,schl,0,schltourmode5
9,Bike/Moped,schl,0,schltourmode5
1,Walk-Transit,schl,0,schltourmode6
2,Walk-Transit,schl,5.917999685,schltourmode6
3,Walk-Transit,schl,33.17228536,schltourmode6
4,Walk-Transit,schl,9.528600671,schltourmode6
5,Walk-Transit,schl,0,schltourmode6
6,Walk-Transit,schl,10526.0756,schltourmode6
7,Walk-Transit,schl,0,schltourmode6
8,Walk-Transit,schl,0,schltourmode6
9,Walk-Transit,schl,2.305516595,schltourmode6
1,PNR-Transit,schl,0,schltourmode7
2,PNR-Transit,schl,0,schltourmode7
3,PNR-Transit,schl,0,schltourmode7
4,PNR-Transit,schl,0,schltourmode7
5,PNR-Transit,schl,0,schltourmode7
6,PNR-Transit,schl,21.53756346,schltourmode7
7,PNR-Transit,schl,32.250097,schltourmode7
8,PNR-Transit,schl,0,schltourmode7
9,PNR-Transit,schl,0,schltourmode7
1,KNR-Transit,schl,0,schltourmode8
2,KNR-Transit,schl,0,schltourmode8
3,KNR-Transit,schl,0,schltourmode8
4,KNR-Transit,schl,0,schltourmode8
5,KNR-Transit,schl,0,schltourmode8
6,KNR-Transit,schl,776.5308389,schltourmode8
7,KNR-Transit,schl,0,schltourmode8
8,KNR-Transit,schl,904.56493,schltourmode8
9,KNR-Transit,schl,0,schltourmode8
1,School Bus,schl,619.8678196,schltourmode9
2,School Bus,schl,7105.602953,schltourmode9
3,School Bus,schl,14978.23989,schltourmode9
4,School Bus,schl,197.7615863,schltourmode9
5,School Bus,schl,0,schltourmode9
6,School Bus,schl,0,schltourmode9
7,School Bus,schl,0,schltourmode9
8,School Bus,schl,0,schltourmode9
9,School Bus,schl,94460.52775,schltourmode9
1,Total,schl,68522.98631,schlTotal
2,Total,schl,684245.0661,schlTotal
3,Total,schl,682219.2639,schlTotal
4,Total,schl,135064.9255,schlTotal
5,Total,schl,16773.84936,schlTotal
6,Total,schl,11324.144,schlTotal
7,Total,schl,32.250097,schlTotal
8,Total,schl,904.56493,schlTotal
9,Total,schl,94462.83327,schlTotal
1,Auto SOV,imain,1549684,imaintourmode1
2,Auto SOV,imain,0,imaintourmode1
3,Auto SOV,imain,0,imaintourmode1
4,Auto SOV,imain,0,imaintourmode1
5,Auto SOV,imain,0,imaintourmode1
6,Auto SOV,imain,0,imaintourmode1
7,Auto SOV,imain,0,imaintourmode1
8,Auto SOV,imain,0,imaintourmode1
9,Auto SOV,imain,0,imaintourmode1
1,Auto 2 Person,imain,423920.1721,imaintourmode2
2,Auto 2 Person,imain,948014.932,imaintourmode2
3,Auto 2 Person,imain,5466.356626,imaintourmode2
4,Auto 2 Person,imain,20031.53925,imaintourmode2
5,Auto 2 Person,imain,0,imaintourmode2
6,Auto 2 Person,imain,0,imaintourmode2
7,Auto 2 Person,imain,0,imaintourmode2
8,Auto 2 Person,imain,0,imaintourmode2
9,Auto 2 Person,imain,0,imaintourmode2
1,Auto 3+ Person,imain,174329.2319,imaintourmode3
2,Auto 3+ Person,imain,328156.3927,imaintourmode3
3,Auto 3+ Person,imain,1153732.514,imaintourmode3
4,Auto 3+ Person,imain,12596.86124,imaintourmode3
5,Auto 3+ Person,imain,0,imaintourmode3
6,Auto 3+ Person,imain,0,imaintourmode3
7,Auto 3+ Person,imain,0,imaintourmode3
8,Auto 3+ Person,imain,0,imaintourmode3
9,Auto 3+ Person,imain,0,imaintourmode3
1,Walk,imain,0,imaintourmode4
2,Walk,imain,0,imaintourmode4
3,Walk,imain,0,imaintourmode4
4,Walk,imain,289640,imaintourmode4
5,Walk,imain,0,imaintourmode4
6,Walk,imain,0,imaintourmode4
7,Walk,imain,0,imaintourmode4
8,Walk,imain,0,imaintourmode4
9,Walk,imain,0,imaintourmode4
1,Bike/Moped,imain,1213.458848,imaintourmode5
2,Bike/Moped,imain,444.8650293,imaintourmode5
3,Bike/Moped,imain,170.5971359,imaintourmode5
4,Bike/Moped,imain,666.1388231,imaintourmode5
5,Bike/Moped,imain,19144.94016,imaintourmode5
6,Bike/Moped,imain,0,imaintourmode5
7,Bike/Moped,imain,0,imaintourmode5
8,Bike/Moped,imain,0,imaintourmode5
9,Bike/Moped,imain,0,imaintourmode5
1,Walk-Transit,imain,0,imaintourmode6
2,Walk-Transit,imain,1212.638216,imaintourmode6
3,Walk-Transit,imain,1968.761074,imaintourmode6
4,Walk-Transit,imain,2584.753138,imaintourmode6
5,Walk-Transit,imain,12.58859514,imaintourmode6
6,Walk-Transit,imain,26111.25898,imaintourmode6
7,Walk-Transit,imain,0,imaintourmode6
8,Walk-Transit,imain,0,imaintourmode6
9,Walk-Transit,imain,0,imaintourmode6
1,PNR-Transit,imain,0,imaintourmode7
2,PNR-Transit,imain,0,imaintourmode7
3,PNR-Transit,imain,0,imaintourmode7
4,PNR-Transit,imain,0,imaintourmode7
5,PNR-Transit,imain,0,imaintourmode7
6,PNR-Transit,imain,34.87399901,imaintourmode7
7,PNR-Transit,imain,376.046864,imaintourmode7
8,PNR-Transit,imain,0,imaintourmode7
9,PNR-Transit,imain,0,imaintourmode7
1,KNR-Transit,imain,0,imaintourmode8
2,KNR-Transit,imain,646.4572956,imaintourmode8
3,KNR-Transit,imain,2429.637625,imaintourmode8
4,KNR-Transit,imain,30.23441982,imaintourmode8
5,KNR-Transit,imain,0,imaintourmode8
6,KNR-Transit,imain,91.61386389,imaintourmode8
7,KNR-Transit,imain,0,imaintourmode8
8,KNR-Transit,imain,2106.056796,imaintourmode8
9,KNR-Transit,imain,0,imaintourmode8
1,School Bus,imain,0,imaintourmode9
2,School Bus,imain,0,imaintourmode9
3,School Bus,imain,0,imaintourmode9
4,School Bus,imain,0,imaintourmode9
5,School Bus,imain,0,imaintourmode9
6,School Bus,imain,0,imaintourmode9
7,School Bus,imain,0,imaintourmode9
8,School Bus,imain,0,imaintourmode9
9,School Bus,imain,0,imaintourmode9
1,Total,imain,2149146.863,imainTotal
2,Total,imain,1278475.285,imainTotal
3,Total,imain,1163767.867,imainTotal
4,Total,imain,325549.5269,imainTotal
5,Total,imain,19157.52876,imainTotal
6,Total,imain,26237.74684,imainTotal
7,Total,imain,376.046864,imainTotal
8,Total,imain,2106.056796,imainTotal
9,Total,imain,0,imainTotal
1,Auto SOV,idisc,530755,idisctourmode1
2,Auto SOV,idisc,0,idisctourmode1
3,Auto SOV,idisc,0,idisctourmode1
4,Auto SOV,idisc,0,idisctourmode1
5,Auto SOV,idisc,0,idisctourmode1
6,Auto SOV,idisc,0,idisctourmode1
7,Auto SOV,idisc,0,idisctourmode1
8,Auto SOV,idisc,0,idisctourmode1
9,Auto SOV,idisc,0,idisctourmode1
1,Auto 2 Person,idisc,75824.3917,idisctourmode2
2,Auto 2 Person,idisc,284479.9006,idisctourmode2
3,Auto 2 Person,idisc,755.7642242,idisctourmode2
4,Auto 2 Person,idisc,23431.94352,idisctourmode2
5,Auto 2 Person,idisc,0,idisctourmode2
6,Auto 2 Person,idisc,0,idisctourmode2
7,Auto 2 Person,idisc,0,idisctourmode2
8,Auto 2 Person,idisc,0,idisctourmode2
9,Auto 2 Person,idisc,0,idisctourmode2
1,Auto 3+ Person,idisc,27148.90922,idisctourmode3
2,Auto 3+ Person,idisc,53453.50213,idisctourmode3
3,Auto 3+ Person,idisc,238450.7209,idisctourmode3
4,Auto 3+ Person,idisc,14969.86779,idisctourmode3
5,Auto 3+ Person,idisc,0,idisctourmode3
6,Auto 3+ Person,idisc,0,idisctourmode3
7,Auto 3+ Person,idisc,0,idisctourmode3
8,Auto 3+ Person,idisc,0,idisctourmode3
9,Auto 3+ Person,idisc,0,idisctourmode3
1,Walk,idisc,0,idisctourmode4
2,Walk,idisc,0,idisctourmode4
3,Walk,idisc,0,idisctourmode4
4,Walk,idisc,188187,idisctourmode4
5,Walk,idisc,0,idisctourmode4
6,Walk,idisc,0,idisctourmode4
7,Walk,idisc,0,idisctourmode4
8,Walk,idisc,0,idisctourmode4
9,Walk,idisc,0,idisctourmode4
1,Bike/Moped,idisc,2931.531811,idisctourmode5
2,Bike/Moped,idisc,2463.755061,idisctourmode5
3,Bike/Moped,idisc,575.8555135,idisctourmode5
4,Bike/Moped,idisc,1470.865179,idisctourmode5
5,Bike/Moped,idisc,26622.99244,idisctourmode5
6,Bike/Moped,idisc,0,idisctourmode5
7,Bike/Moped,idisc,0,idisctourmode5
8,Bike/Moped,idisc,0,idisctourmode5
9,Bike/Moped,idisc,0,idisctourmode5
1,Walk-Transit,idisc,0,idisctourmode6
2,Walk-Transit,idisc,1721.228067,idisctourmode6
3,Walk-Transit,idisc,903.9962079,idisctourmode6
4,Walk-Transit,idisc,4065.875871,idisctourmode6
5,Walk-Transit,idisc,11.95507176,idisctourmode6
6,Walk-Transit,idisc,17740.94478,idisctourmode6
7,Walk-Transit,idisc,0,idisctourmode6
8,Walk-Transit,idisc,0,idisctourmode6
9,Walk-Transit,idisc,0,idisctourmode6
1,PNR-Transit,idisc,30.6593289,idisctourmode7
2,PNR-Transit,idisc,46.04268534,idisctourmode7
3,PNR-Transit,idisc,51.68014503,idisctourmode7
4,PNR-Transit,idisc,41.9403948,idisctourmode7
5,PNR-Transit,idisc,10.03326109,idisctourmode7
6,PNR-Transit,idisc,180.7096148,idisctourmode7
7,PNR-Transit,idisc,416.93457,idisctourmode7
8,PNR-Transit,idisc,0,idisctourmode7
9,PNR-Transit,idisc,0,idisctourmode7
1,KNR-Transit,idisc,0,idisctourmode8
2,KNR-Transit,idisc,1066.812626,idisctourmode8
3,KNR-Transit,idisc,3311.18806,idisctourmode8
4,KNR-Transit,idisc,613.4476099,idisctourmode8
5,KNR-Transit,idisc,0,idisctourmode8
6,KNR-Transit,idisc,2409.529104,idisctourmode8
7,KNR-Transit,idisc,0,idisctourmode8
8,KNR-Transit,idisc,4424.0226,idisctourmode8
9,KNR-Transit,idisc,0,idisctourmode8
1,School Bus,idisc,0,idisctourmode9
2,School Bus,idisc,0,idisctourmode9
3,School Bus,idisc,0,idisctourmode9
4,School Bus,idisc,0,idisctourmode9
5,School Bus,idisc,0,idisctourmode9
6,School Bus,idisc,0,idisctourmode9
7,School Bus,idisc,0,idisctourmode9
8,School Bus,idisc,0,idisctourmode9
9,School Bus,idisc,0,idisctourmode9
1,Total,idisc,636690.4921,idiscTotal
2,Total,idisc,343231.2411,idiscTotal
3,Total,idisc,244049.205,idiscTotal
4,Total,idisc,232780.9404,idiscTotal
5,Total,idisc,26644.98077,idiscTotal
6,Total,idisc,20331.1835,idiscTotal
7,Total,idisc,416.93457,idiscTotal
8,Total,idisc,4424.0226,idiscTotal
9,Total,idisc,0,idiscTotal
1,Auto SOV,jmain,0,jmaintourmode1
2,Auto SOV,jmain,0,jmaintourmode1
3,Auto SOV,jmain,0,jmaintourmode1
4,Auto SOV,jmain,0,jmaintourmode1
5,Auto SOV,jmain,0,jmaintourmode1
6,Auto SOV,jmain,0,jmaintourmode1
7,Auto SOV,jmain,0,jmaintourmode1
8,Auto SOV,jmain,0,jmaintourmode1
9,Auto SOV,jmain,0,jmaintourmode1
1,Auto 2 Person,jmain,0,jmaintourmode2
2,Auto 2 Person,jmain,183853.6048,jmaintourmode2
3,Auto 2 Person,jmain,0,jmaintourmode2
4,Auto 2 Person,jmain,519.3952015,jmaintourmode2
5,Auto 2 Person,jmain,0,jmaintourmode2
6,Auto 2 Person,jmain,0,jmaintourmode2
7,Auto 2 Person,jmain,0,jmaintourmode2
8,Auto 2 Person,jmain,0,jmaintourmode2
9,Auto 2 Person,jmain,0,jmaintourmode2
1,Auto 3+ Person,jmain,0,jmaintourmode3
2,Auto 3+ Person,jmain,5864.657918,jmaintourmode3
3,Auto 3+ Person,jmain,69823.51726,jmaintourmode3
4,Auto 3+ Person,jmain,521.8248218,jmaintourmode3
5,Auto 3+ Person,jmain,0,jmaintourmode3
6,Auto 3+ Person,jmain,0,jmaintourmode3
7,Auto 3+ Person,jmain,0,jmaintourmode3
8,Auto 3+ Person,jmain,0,jmaintourmode3
9,Auto 3+ Person,jmain,0,jmaintourmode3
1,Walk,jmain,0,jmaintourmode4
2,Walk,jmain,0,jmaintourmode4
3,Walk,jmain,0,jmaintourmode4
4,Walk,jmain,7293,jmaintourmode4
5,Walk,jmain,0,jmaintourmode4
6,Walk,jmain,0,jmaintourmode4
7,Walk,jmain,0,jmaintourmode4
8,Walk,jmain,0,jmaintourmode4
9,Walk,jmain,0,jmaintourmode4
1,Bike/Moped,jmain,0,jmaintourmode5
2,Bike/Moped,jmain,45.19279734,jmaintourmode5
3,Bike/Moped,jmain,0,jmaintourmode5
4,Bike/Moped,jmain,0,jmaintourmode5
5,Bike/Moped,jmain,146.8072027,jmaintourmode5
6,Bike/Moped,jmain,0,jmaintourmode5
7,Bike/Moped,jmain,0,jmaintourmode5
8,Bike/Moped,jmain,0,jmaintourmode5
9,Bike/Moped,jmain,0,jmaintourmode5
1,Walk-Transit,jmain,0,jmaintourmode6
2,Walk-Transit,jmain,253.9090851,jmaintourmode6
3,Walk-Transit,jmain,0,jmaintourmode6
4,Walk-Transit,jmain,5280.705425,jmaintourmode6
5,Walk-Transit,jmain,0,jmaintourmode6
6,Walk-Transit,jmain,4172.38549,jmaintourmode6
7,Walk-Transit,jmain,0,jmaintourmode6
8,Walk-Transit,jmain,0,jmaintourmode6
9,Walk-Transit,jmain,0,jmaintourmode6
1,PNR-Transit,jmain,0,jmaintourmode7
2,PNR-Transit,jmain,0,jmaintourmode7
3,PNR-Transit,jmain,0,jmaintourmode7
4,PNR-Transit,jmain,0,jmaintourmode7
5,PNR-Transit,jmain,0,jmaintourmode7
6,PNR-Transit,jmain,0,jmaintourmode7
7,PNR-Transit,jmain,0,jmaintourmode7
8,PNR-Transit,jmain,0,jmaintourmode7
9,PNR-Transit,jmain,0,jmaintourmode7
1,KNR-Transit,jmain,0,jmaintourmode8
2,KNR-Transit,jmain,0,jmaintourmode8
3,KNR-Transit,jmain,0,jmaintourmode8
4,KNR-Transit,jmain,0,jmaintourmode8
5,KNR-Transit,jmain,0,jmaintourmode8
6,KNR-Transit,jmain,0,jmaintourmode8
7,KNR-Transit,jmain,0,jmaintourmode8
8,KNR-Transit,jmain,0,jmaintourmode8
9,KNR-Transit,jmain,0,jmaintourmode8
1,School Bus,jmain,0,jmaintourmode9
2,School Bus,jmain,0,jmaintourmode9
3,School Bus,jmain,0,jmaintourmode9
4,School Bus,jmain,0,jmaintourmode9
5,School Bus,jmain,0,jmaintourmode9
6,School Bus,jmain,0,jmaintourmode9
7,School Bus,jmain,0,jmaintourmode9
8,School Bus,jmain,0,jmaintourmode9
9,School Bus,jmain,0,jmaintourmode9
1,Total,jmain,0,jmainTotal
2,Total,jmain,190017.3646,jmainTotal
3,Total,jmain,69823.51726,jmainTotal
4,Total,jmain,13614.92545,jmainTotal
5,Total,jmain,146.8072027,jmainTotal
6,Total,jmain,4172.38549,jmainTotal
7,Total,jmain,0,jmainTotal
8,Total,jmain,0,jmainTotal
9,Total,jmain,0,jmainTotal
1,Auto SOV,jdisc,0,jdisctourmode1
2,Auto SOV,jdisc,0,jdisctourmode1
3,Auto SOV,jdisc,0,jdisctourmode1
4,Auto SOV,jdisc,0,jdisctourmode1
5,Auto SOV,jdisc,0,jdisctourmode1
6,Auto SOV,jdisc,0,jdisctourmode1
7,Auto SOV,jdisc,0,jdisctourmode1
8,Auto SOV,jdisc,0,jdisctourmode1
9,Auto SOV,jdisc,0,jdisctourmode1
1,Auto 2 Person,jdisc,0,jdisctourmode2
2,Auto 2 Person,jdisc,116175.0459,jdisctourmode2
3,Auto 2 Person,jdisc,0,jdisctourmode2
4,Auto 2 Person,jdisc,2352.954081,jdisctourmode2
5,Auto 2 Person,jdisc,0,jdisctourmode2
6,Auto 2 Person,jdisc,0,jdisctourmode2
7,Auto 2 Person,jdisc,0,jdisctourmode2
8,Auto 2 Person,jdisc,0,jdisctourmode2
9,Auto 2 Person,jdisc,0,jdisctourmode2
1,Auto 3+ Person,jdisc,79.48880287,jdisctourmode3
2,Auto 3+ Person,jdisc,2905.542498,jdisctourmode3
3,Auto 3+ Person,jdisc,70593.04983,jdisctourmode3
4,Auto 3+ Person,jdisc,1020.918864,jdisctourmode3
5,Auto 3+ Person,jdisc,0,jdisctourmode3
6,Auto 3+ Person,jdisc,0,jdisctourmode3
7,Auto 3+ Person,jdisc,0,jdisctourmode3
8,Auto 3+ Person,jdisc,0,jdisctourmode3
9,Auto 3+ Person,jdisc,0,jdisctourmode3
1,Walk,jdisc,0,jdisctourmode4
2,Walk,jdisc,0,jdisctourmode4
3,Walk,jdisc,0,jdisctourmode4
4,Walk,jdisc,25930,jdisctourmode4
5,Walk,jdisc,0,jdisctourmode4
6,Walk,jdisc,0,jdisctourmode4
7,Walk,jdisc,0,jdisctourmode4
8,Walk,jdisc,0,jdisctourmode4
9,Walk,jdisc,0,jdisctourmode4
1,Bike/Moped,jdisc,0,jdisctourmode5
2,Bike/Moped,jdisc,13.07258026,jdisctourmode5
3,Bike/Moped,jdisc,10.42475016,jdisctourmode5
4,Bike/Moped,jdisc,0,jdisctourmode5
5,Bike/Moped,jdisc,62.50266959,jdisctourmode5
6,Bike/Moped,jdisc,0,jdisctourmode5
7,Bike/Moped,jdisc,0,jdisctourmode5
8,Bike/Moped,jdisc,0,jdisctourmode5
9,Bike/Moped,jdisc,0,jdisctourmode5
1,Walk-Transit,jdisc,0,jdisctourmode6
2,Walk-Transit,jdisc,0,jdisctourmode6
3,Walk-Transit,jdisc,0,jdisctourmode6
4,Walk-Transit,jdisc,0,jdisctourmode6
5,Walk-Transit,jdisc,0,jdisctourmode6
6,Walk-Transit,jdisc,0,jdisctourmode6
7,Walk-Transit,jdisc,0,jdisctourmode6
8,Walk-Transit,jdisc,0,jdisctourmode6
9,Walk-Transit,jdisc,0,jdisctourmode6
1,PNR-Transit,jdisc,0,jdisctourmode7
2,PNR-Transit,jdisc,0,jdisctourmode7
