tripmode,tourmode,purpose,value,grp_var
3,PNR-Transit,work,431.7501189,worktourmode7
4,PNR-Transit,work,403.3818342,worktourmode7
5,PNR-Transit,work,0,worktourmode7
6,PNR-Transit,work,1643.347367,worktourmode7
7,PNR-Transit,work,6347.961,worktourmode7
8,PNR-Transit,work,30.81964713,worktourmode7
9,PNR-Transit,work,0,worktourmode7
1,KNR-Transit,work,4468.441646,worktourmode8
2,KNR-Transit,work,7134.464457,worktourmode8
3,KNR-Transit,work,1089.306191,worktourmode8
4,KNR-Transit,work,1524.15962,worktourmode8
5,KNR-Transit,work,0,worktourmode8
6,KNR-Transit,work,2189.88777,worktourmode8
7,KNR-Transit,work,0,worktourmode8
8,KNR-Transit,work,6755.919353,worktourmode8
9,KNR-Transit,work,0,worktourmode8
1,School Bus,work,245.4968,worktourmode9
2,School Bus,work,16.2642,worktourmode9
3,School Bus,work,0,worktourmode9
4,School Bus,work,111.2358,worktourmode9
5,School Bus,work,91.5968,worktourmode9
6,School Bus,work,0,worktourmode9
7,School Bus,work,0,worktourmode9
8,School Bus,work,0,worktourmode9
9,School Bus,work,0,worktourmode9
1,Total,work,2627336.452,workTotal
2,Total,work,466953.0551,workTotal
3,Total,work,176936.1962,workTotal
4,Total,work,165270.9489,workTotal
5,Total,work,45772.05732,workTotal
6,Total,work,93869.06,workTotal
7,Total,work,6347.961,workTotal
8,Total,work,6786.739,workTotal
9,Total,work,0,workTotal
1,Auto SOV,univ,201580.746,univtourmode1
2,Auto SOV,univ,0,univtourmode1
3,Auto SOV,univ,0,univtourmode1
4,Auto SOV,univ,29552.79873,univtourmode1
5,Auto SOV,univ,0,univtourmode1
6,Auto SOV,univ,0,univtourmode1
7,Auto SOV,univ,0,univtourmode1
8,Auto SOV,univ,0,univtourmode1
9,Auto SOV,univ,0,univtourmode1
1,Auto 2 Person,univ,30504.10309,univtourmode2
2,Auto 2 Person,univ,65177.29727,univtourmode2
3,Auto 2 Person,univ,0,univtourmode2
4,Auto 2 Person,univ,8757.167199,univtourmode2
5,Auto 2 Person,univ,0,univtourmode2
6,Auto 2 Person,univ,0,univtourmode2
7,Auto 2 Person,univ,0,univtourmode2
8,Auto 2 Person,univ,0,univtourmode2
9,Auto 2 Person,univ,0,univtourmode2
1,Auto 3+ Person,univ,11962.52219,univtourmode3
2,Auto 3+ Person,univ,11199.16923,univtourmode3
3,Auto 3+ Person,univ,53921.49731,univtourmode3
4,Auto 3+ Person,univ,3355.707928,univtourmode3
5,Auto 3+ Person,univ,0,univtourmode3
6,Auto 3+ Person,univ,0,univtourmode3
7,Auto 3+ Person,univ,0,univtourmode3
8,Auto 3+ Person,univ,0,univtourmode3
9,Auto 3+ Person,univ,0,univtourmode3
1,Walk,univ,0,univtourmode4
2,Walk,univ,0,univtourmode4
3,Walk,univ,0,univtourmode4
4,Walk,univ,19067.45865,univtourmode4
5,Walk,univ,0,univtourmode4
6,Walk,univ,0,univtourmode4
7,Walk,univ,0,univtourmode4
8,Walk,univ,0,univtourmode4
9,Walk,univ,0,univtourmode4
1,Bike/Moped,univ,2101.977516,univtourmode5
2,Bike/Moped,univ,612.0239405,univtourmode5
3,Bike/Moped,univ,580.747425,univtourmode5
4,Bike/Moped,univ,740.2241533,univtourmode5
5,Bike/Moped,univ,3534.598939,univtourmode5
6,Bike/Moped,univ,0,univtourmode5
7,Bike/Moped,univ,0,univtourmode5
8,Bike/Moped,univ,0,univtourmode5
9,Bike/Moped,univ,0,univtourmode5
1,Walk-Transit,univ,1122.632281,univtourmode6
2,Walk-Transit,univ,3509.954484,univtourmode6
3,Walk-Transit,univ,541.4875175,univtourmode6
4,Walk-Transit,univ,12153.27938,univtourmode6
5,Walk-Transit,univ,47.06965574,univtourmode6
6,Walk-Transit,univ,36409.89066,univtourmode6
7,Walk-Transit,univ,0,univtourmode6
8,Walk-Transit,univ,0,univtourmode6
9,Walk-Transit,univ,2162.89312,univtourmode6
1,PNR-Transit,univ,151.9924449,univtourmode7
2,PNR-Transit,univ,685.5749036,univtourmode7
3,PNR-Transit,univ,192.1468997,univtourmode7
4,PNR-Transit,univ,246.2744945,univtourmode7
5,PNR-Transit,univ,0,univtourmode7
6,PNR-Transit,univ,841.9227063,univtourmode7
7,PNR-Transit,univ,1527.782,univtourmode7
8,PNR-Transit,univ,0,univtourmode7
9,PNR-Transit,univ,0,univtourmode7
1,KNR-Transit,univ,0,univtourmode8
2,KNR-Transit,univ,0,univtourmode8
3,KNR-Transit,univ,0,univtourmode8
4,KNR-Transit,univ,3459.994248,univtourmode8
5,KNR-Transit,univ,0,univtourmode8
6,KNR-Transit,univ,3626.692635,univtourmode8
7,KNR-Transit,univ,0,univtourmode8
8,KNR-Transit,univ,2447.543,univtourmode8
9,KNR-Transit,univ,0,univtourmode8
1,School Bus,univ,65.2657,univtourmode9
2,School Bus,univ,0,univtourmode9
3,School Bus,univ,162.98715,univtourmode9
4,School Bus,univ,0,univtourmode9
5,School Bus,univ,0,univtourmode9
6,School Bus,univ,0,univtourmode9
7,School Bus,univ,0,univtourmode9
8,School Bus,univ,0,univtourmode9
9,School Bus,univ,5952.887163,univtourmode9
1,Total,univ,247489.2392,univTotal
2,Total,univ,81184.01983,univTotal
3,Total,univ,55398.8663,univTotal
4,Total,univ,77332.90478,univTotal
5,Total,univ,3581.668595,univTotal
6,Total,univ,40878.506,univTotal
7,Total,univ,1527.782,univTotal
8,Total,univ,2447.543,univTotal
9,Total,univ,8115.780283,univTotal
1,Auto SOV,schl,35374.94521,schltourmode1
2,Auto SOV,schl,0,schltourmode1
3,Auto SOV,schl,0,schltourmode1
4,Auto SOV,schl,3777.155895,schltourmode1
5,Auto SOV,schl,0,schltourmode1
6,Auto SOV,schl,0,schltourmode1
7,Auto SOV,schl,0,schltourmode1
8,Auto SOV,schl,0,schltourmode1
9,Auto SOV,schl,0,schltourmode1
1,Auto 2 Person,schl,6218.256031,schltourmode2
2,Auto 2 Person,schl,170118.6067,schltourmode2
3,Auto 2 Person,schl,0,schltourmode2
4,Auto 2 Person,schl,9248.214714,schltourmode2
5,Auto 2 Person,schl,0,schltourmode2
6,Auto 2 Person,schl,0,schltourmode2
7,Auto 2 Person,schl,0,schltourmode2
8,Auto 2 Person,schl,0,schltourmode2
9,Auto 2 Person,schl,0,schltourmode2
1,Auto 3+ Person,schl,2774.506578,schltourmode3
2,Auto 3+ Person,schl,111387.9646,schltourmode3
3,Auto 3+ Person,schl,569389.3157,schltourmode3
4,Auto 3+ Person,schl,31390.90678,schltourmode3
5,Auto 3+ Person,schl,0,schltourmode3
6,Auto 3+ Person,schl,0,schltourmode3
7,Auto 3+ Person,schl,0,schltourmode3
8,Auto 3+ Person,schl,0,schltourmode3
9,Auto 3+ Person,schl,0,schltourmode3
1,Walk,schl,0,schltourmode4
2,Walk,schl,0,schltourmode4
3,Walk,schl,0,schltourmode4
4,Walk,schl,47121.85669,schltourmode4
5,Walk,schl,0,schltourmode4
6,Walk,schl,0,schltourmode4
7,Walk,schl,0,schltourmode4
8,Walk,schl,0,schltourmode4
9,Walk,schl,0,schltourmode4
1,Bike/Moped,schl,0,schltourmode5
2,Bike/Moped,schl,52.73584,schltourmode5
3,Bike/Moped,schl,235.12424,schltourmode5
4,Bike/Moped,schl,165.69853,schltourmode5
5,Bike/Moped,schl,12676.69034,schltourmode5
6,Bike/Moped,schl,0,schltourmode5
7,Bike/Moped,schl,0,schltourmode5
8,Bike/Moped,schl,0,schltourmode5
9,Bike/Moped,schl,0,schltourmode5
1,Walk-Transit,schl,0,schltourmode6
2,Walk-Transit,schl,398.2424292,schltourmode6
3,Walk-Transit,schl,2232.27648,schltourmode6
4,Walk-Transit,schl,641.2121122,schltourmode6
5,Walk-Transit,schl,0,schltourmode6
6,Walk-Transit,schl,12539.88537,schltourmode6
7,Walk-Transit,schl,0,schltourmode6
8,Walk-Transit,schl,0,schltourmode6
9,Walk-Transit,schl,155.146093,schltourmode6
1,PNR-Transit,schl,0,schltourmode7
2,PNR-Transit,schl,30.37975546,schltourmode7
3,PNR-Transit,schl,0,schltourmode7
4,PNR-Transit,schl,0,schltourmode7
5,PNR-Transit,schl,0,schltourmode7
6,PNR-Transit,schl,28.08215636,schltourmode7
7,PNR-Transit,schl,41.43658,schltourmode7
8,PNR-Transit,schl,0,schltourmode7
9,PNR-Transit,schl,0,schltourmode7
1,KNR-Transit,schl,0,schltourmode8
2,KNR-Transit,schl,0,schltourmode8
3,KNR-Transit,schl,785.2947525,schltourmode8
4,KNR-Transit,schl,785.2947525,schltourmode8
5,KNR-Transit,schl,0,schltourmode8
6,KNR-Transit,schl,725.9034739,schltourmode8
7,KNR-Transit,schl,0,schltourmode8
8,KNR-Transit,schl,833.25688,schltourmode8
9,KNR-Transit,schl,0,schltourmode8
1,School Bus,schl,135.1548,schltourmode9
2,School Bus,schl,1549.292148,schltourmode9
3,School Bus,schl,3265.826928,schltourmode9
4,School Bus,schl,43.11956,schltourmode9
5,School Bus,schl,0,schltourmode9
6,School Bus,schl,0,schltourmode9
7,School Bus,schl,0,schltourmode9
8,School Bus,schl,0,schltourmode9
9,School Bus,schl,20595.99375,schltourmode9
1,Total,schl,44502.86262,schlTotal
2,Total,schl,283537.2215,schlTotal
3,Total,schl,575907.8381,schlTotal
4,Total,schl,93173.45903,schlTotal
5,Total,schl,12676.69034,schlTotal
6,Total,schl,13293.871,schlTotal
7,Total,schl,41.43658,schlTotal
8,Total,schl,833.25688,schlTotal
9,Total,schl,20751.13984,schlTotal
1,Auto SOV,imain,869520.6318,imaintourmode1
2,Auto SOV,imain,0,imaintourmode1
3,Auto SOV,imain,0,imaintourmode1
4,Auto SOV,imain,9417.593623,imaintourmode1
5,Auto SOV,imain,0,imaintourmode1
6,Auto SOV,imain,0,imaintourmode1
7,Auto SOV,imain,0,imaintourmode1
8,Auto SOV,imain,0,imaintourmode1
9,Auto SOV,imain,0,imaintourmode1
1,Auto 2 Person,imain,239437.2007,imaintourmode2
2,Auto 2 Person,imain,536880.9045,imaintourmode2
3,Auto 2 Person,imain,0,imaintourmode2
4,Auto 2 Person,imain,9460.954823,imaintourmode2
5,Auto 2 Person,imain,0,imaintourmode2
6,Auto 2 Person,imain,0,imaintourmode2
7,Auto 2 Person,imain,0,imaintourmode2
8,Auto 2 Person,imain,0,imaintourmode2
9,Auto 2 Person,imain,0,imaintourmode2
1,Auto 3+ Person,imain,107309.0348,imaintourmode3
2,Auto 3+ Person,imain,202597.7799,imaintourmode3
3,Auto 3+ Person,imain,710458.5213,imaintourmode3
4,Auto 3+ Person,imain,7712.751548,imaintourmode3
5,Auto 3+ Person,imain,0,imaintourmode3
6,Auto 3+ Person,imain,0,imaintourmode3
7,Auto 3+ Person,imain,0,imaintourmode3
8,Auto 3+ Person,imain,0,imaintourmode3
9,Auto 3+ Person,imain,0,imaintourmode3
1,Walk,imain,0,imaintourmode4
2,Walk,imain,0,imaintourmode4
3,Walk,imain,0,imaintourmode4
4,Walk,imain,132286.6007,imaintourmode4
5,Walk,imain,0,imaintourmode4
6,Walk,imain,0,imaintourmode4
7,Walk,imain,0,imaintourmode4
8,Walk,imain,0,imaintourmode4
9,Walk,imain,0,imaintourmode4
1,Bike/Moped,imain,743.50512,imaintourmode5
2,Bike/Moped,imain,272.5757264,imaintourmode5
3,Bike/Moped,imain,104.52752,imaintourmode5
4,Bike/Moped,imain,408.1536233,imaintourmode5
5,Bike/Moped,imain,11740.20267,imaintourmode5
6,Bike/Moped,imain,0,imaintourmode5
7,Bike/Moped,imain,0,imaintourmode5
8,Bike/Moped,imain,0,imaintourmode5
9,Bike/Moped,imain,0,imaintourmode5
1,Walk-Transit,imain,886.0536895,imaintourmode6
2,Walk-Transit,imain,1038.566724,imaintourmode6
3,Walk-Transit,imain,1686.149844,imaintourmode6
4,Walk-Transit,imain,2213.71763,imaintourmode6
5,Walk-Transit,imain,10.78153059,imaintourmode6
6,Walk-Transit,imain,32072.3296,imaintourmode6
7,Walk-Transit,imain,0,imaintourmode6
8,Walk-Transit,imain,0,imaintourmode6
9,Walk-Transit,imain,0,imaintourmode6
1,PNR-Transit,imain,187.0008921,imaintourmode7
2,PNR-Transit,imain,99.97924241,imaintourmode7
3,PNR-Transit,imain,24.74940335,imaintourmode7
4,PNR-Transit,imain,73.87071795,imaintourmode7
5,PNR-Transit,imain,0,imaintourmode7
6,PNR-Transit,imain,28.9264654,imaintourmode7
7,PNR-Transit,imain,311.31556,imaintourmode7
8,PNR-Transit,imain,0,imaintourmode7
9,PNR-Transit,imain,0,imaintourmode7
1,KNR-Transit,imain,0,imaintourmode8
2,KNR-Transit,imain,1374.550721,imaintourmode8
3,KNR-Transit,imain,5166.095535,imaintourmode8
4,KNR-Transit,imain,64.28691242,imaintourmode8
5,KNR-Transit,imain,0,imaintourmode8
6,KNR-Transit,imain,64.55226923,imaintourmode8
7,KNR-Transit,imain,0,imaintourmode8
8,KNR-Transit,imain,1481.104259,imaintourmode8
9,KNR-Transit,imain,0,imaintourmode8
1,School Bus,imain,0,imaintourmode9
2,School Bus,imain,0,imaintourmode9
3,School Bus,imain,0,imaintourmode9
4,School Bus,imain,78.37416,imaintourmode9
5,School Bus,imain,0,imaintourmode9
6,School Bus,imain,0,imaintourmode9
7,School Bus,imain,0,imaintourmode9
8,School Bus,imain,0,imaintourmode9
9,School Bus,imain,78.37416,imaintourmode9
1,Total,imain,1218083.427,imainTotal
2,Total,imain,742264.3568,imainTotal
3,Total,imain,717440.0436,imainTotal
4,Total,imain,161716.3038,imainTotal
5,Total,imain,11750.9842,imainTotal
6,Total,imain,32165.80833,imainTotal
7,Total,imain,311.31556,imainTotal
8,Total,imain,1481.104259,imainTotal
9,Total,imain,78.37416,imainTotal
1,Auto SOV,idisc,661989.1049,idisctourmode1
2,Auto SOV,idisc,0,idisctourmode1
3,Auto SOV,idisc,0,idisctourmode1
4,Auto SOV,idisc,34065.56793,idisctourmode1
5,Auto SOV,idisc,0,idisctourmode1
6,Auto SOV,idisc,0,idisctourmode1
7,Auto SOV,idisc,0,idisctourmode1
8,Auto SOV,idisc,0,idisctourmode1
9,Auto SOV,idisc,0,idisctourmode1
1,Auto 2 Person,idisc,88949.90738,idisctourmode2
2,Auto 2 Person,idisc,355995.3398,idisctourmode2
3,Auto 2 Person,idisc,0,idisctourmode2
4,Auto 2 Person,idisc,23775.71424,idisctourmode2
5,Auto 2 Person,idisc,0,idisctourmode2
6,Auto 2 Person,idisc,0,idisctourmode2
7,Auto 2 Person,idisc,0,idisctourmode2
8,Auto 2 Person,idisc,0,idisctourmode2
9,Auto 2 Person,idisc,0,idisctourmode2
1,Auto 3+ Person,idisc,37688.40401,idisctourmode3
2,Auto 3+ Person,idisc,74420.034,idisctourmode3
3,Auto 3+ Person,idisc,348102.51,idisctourmode3
4,Auto 3+ Person,idisc,21940.99074,idisctourmode3
5,Auto 3+ Person,idisc,0,idisctourmode3
6,Auto 3+ Person,idisc,0,idisctourmode3
7,Auto 3+ Person,idisc,0,idisctourmode3
8,Auto 3+ Person,idisc,0,idisctourmode3
9,Auto 3+ Person,idisc,0,idisctourmode3
1,Walk,idisc,0,idisctourmode4
2,Walk,idisc,0,idisctourmode4
3,Walk,idisc,0,idisctourmode4
4,Walk,idisc,194343.9905,idisctourmode4
5,Walk,idisc,0,idisctourmode4
6,Walk,idisc,0,idisctourmode4
7,Walk,idisc,0,idisctourmode4
8,Walk,idisc,0,idisctourmode4
9,Walk,idisc,0,idisctourmode4
1,Bike/Moped,idisc,3174.526549,idisctourmode5
2,Bike/Moped,idisc,2667.975773,idisctourmode5
3,Bike/Moped,idisc,623.58819,idisctourmode5
4,Bike/Moped,idisc,1609.9168,idisctourmode5
5,Bike/Moped,idisc,29121.42707,idisctourmode5
6,Bike/Moped,idisc,0,idisctourmode5
7,Bike/Moped,idisc,0,idisctourmode5
8,Bike/Moped,idisc,0,idisctourmode5
9,Bike/Moped,idisc,0,idisctourmode5
1,Walk-Transit,idisc,220.9092472,idisctourmode6
2,Walk-Transit,idisc,1479.456631,idisctourmode6
3,Walk-Transit,idisc,780.112649,idisctourmode6
4,Walk-Transit,idisc,3512.945363,idisctourmode6
5,Walk-Transit,idisc,10.27580861,idisctourmode6
6,Walk-Transit,idisc,24602.30389,idisctourmode6
7,Walk-Transit,idisc,0,idisctourmode6
8,Walk-Transit,idisc,0,idisctourmode6
9,Walk-Transit,idisc,0,idisctourmode6
1,PNR-Transit,idisc,72.28617172,idisctourmode7
2,PNR-Transit,idisc,108.5558484,idisctourmode7
3,PNR-Transit,idisc,121.8474106,idisctourmode7
4,PNR-Transit,idisc,98.88378804,idisctourmode7
5,PNR-Transit,idisc,23.65563957,idisctourmode7
6,PNR-Transit,idisc,164.9125301,idisctourmode7
7,PNR-Transit,idisc,359.42627,idisctourmode7
8,PNR-Transit,idisc,0,idisctourmode7
9,PNR-Transit,idisc,0,idisctourmode7
1,KNR-Transit,idisc,0,idisctourmode8
2,KNR-Transit,idisc,761.0212318,idisctourmode8
3,KNR-Transit,idisc,2362.068422,idisctourmode8
4,KNR-Transit,idisc,437.6088586,idisctourmode8
5,KNR-Transit,idisc,0,idisctourmode8
6,KNR-Transit,idisc,1866.465582,idisctourmode8
7,KNR-Transit,idisc,0,idisctourmode8
8,KNR-Transit,idisc,3237.23824,idisctourmode8
9,KNR-Transit,idisc,0,idisctourmode8
1,School Bus,idisc,21.91304,idisctourmode9
2,School Bus,idisc,21.91304,idisctourmode9
3,School Bus,idisc,0,idisctourmode9
4,School Bus,idisc,21.91304,idisctourmode9
5,School Bus,idisc,0,idisctourmode9
6,School Bus,idisc,0,idisctourmode9
7,School Bus,idisc,0,idisctourmode9
8,School Bus,idisc,0,idisctourmode9
9,School Bus,idisc,10.95652,idisctourmode9
1,Total,idisc,792117.0513,idiscTotal
2,Total,idisc,435454.2963,idiscTotal
3,Total,idisc,351990.1266,idiscTotal
4,Total,idisc,279807.5312,idiscTotal
5,Total,idisc,29155.35852,idiscTotal
6,Total,idisc,26633.682,idiscTotal
7,Total,idisc,359.42627,idiscTotal
8,Total,idisc,3237.23824,idiscTotal
9,Total,idisc,10.95652,idiscTotal
1,Auto SOV,jmain,0,jmaintourmode1
2,Auto SOV,jmain,0,jmaintourmode1
3,Auto SOV,jmain,0,jmaintourmode1
4,Auto SOV,jmain,0,jmaintourmode1
5,Auto SOV,jmain,0,jmaintourmode1
6,Auto SOV,jmain,0,jmaintourmode1
7,Auto SOV,jmain,0,jmaintourmode1
8,Auto SOV,jmain,0,jmaintourmode1
9,Auto SOV,jmain,0,jmaintourmode1
1,Auto 2 Person,jmain,0,jmaintourmode2
2,Auto 2 Person,jmain,168048.0516,jmaintourmode2
3,Auto 2 Person,jmain,0,jmaintourmode2
4,Auto 2 Person,jmain,474.74376,jmaintourmode2
5,Auto 2 Person,jmain,0,jmaintourmode2
6,Auto 2 Person,jmain,0,jmaintourmode2
7,Auto 2 Person,jmain,0,jmaintourmode2
8,Auto 2 Person,jmain,0,jmaintourmode2
9,Auto 2 Person,jmain,0,jmaintourmode2
1,Auto 3+ Person,jmain,0,jmaintourmode3
2,Auto 3+ Person,jmain,4966.107857,jmaintourmode3
3,Auto 3+ Person,jmain,59125.54876,jmaintourmode3
4,Auto 3+ Person,jmain,441.8737433,jmaintourmode3
5,Auto 3+ Person,jmain,0,jmaintourmode3
6,Auto 3+ Person,jmain,0,jmaintourmode3
7,Auto 3+ Person,jmain,0,jmaintourmode3
8,Auto 3+ Person,jmain,0,jmaintourmode3
9,Auto 3+ Person,jmain,0,jmaintourmode3
1,Walk,jmain,0,jmaintourmode4
2,Walk,jmain,0,jmaintourmode4
3,Walk,jmain,0,jmaintourmode4
4,Walk,jmain,9446.280895,jmaintourmode4
5,Walk,jmain,0,jmaintourmode4
6,Walk,jmain,0,jmaintourmode4
7,Walk,jmain,0,jmaintourmode4
8,Walk,jmain,0,jmaintourmode4
9,Walk,jmain,0,jmaintourmode4
1,Bike/Moped,jmain,0,jmaintourmode5
2,Bike/Moped,jmain,52.24288,jmaintourmode5
3,Bike/Moped,jmain,0,jmaintourmode5
4,Bike/Moped,jmain,0,jmaintourmode5
5,Bike/Moped,jmain,169.7091467,jmaintourmode5
6,Bike/Moped,jmain,0,jmaintourmode5
7,Bike/Moped,jmain,0,jmaintourmode5
8,Bike/Moped,jmain,0,jmaintourmode5
9,Bike/Moped,jmain,0,jmaintourmode5
1,Walk-Transit,jmain,0,jmaintourmode6
2,Walk-Transit,jmain,202.8364467,jmaintourmode6
3,Walk-Transit,jmain,0,jmaintourmode6
4,Walk-Transit,jmain,4218.515946,jmaintourmode6
5,Walk-Transit,jmain,0,jmaintourmode6
6,Walk-Transit,jmain,4751.07452,jmaintourmode6
7,Walk-Transit,jmain,0,jmaintourmode6
8,Walk-Transit,jmain,0,jmaintourmode6
9,Walk-Transit,jmain,0,jmaintourmode6
1,PNR-Transit,jmain,0,jmaintourmode7
2,PNR-Transit,jmain,0,jmaintourmode7
3,PNR-Transit,jmain,0,jmaintourmode7
4,PNR-Transit,jmain,0,jmaintourmode7
5,PNR-Transit,jmain,0,jmaintourmode7
6,PNR-Transit,jmain,0,jmaintourmode7
7,PNR-Transit,jmain,0,jmaintourmode7
8,PNR-Transit,jmain,0,jmaintourmode7
9,PNR-Transit,jmain,0,jmaintourmode7
1,KNR-Transit,jmain,0,jmaintourmode8
2,KNR-Transit,jmain,0,jmaintourmode8
3,KNR-Transit,jmain,0,jmaintourmode8
4,KNR-Transit,jmain,0,jmaintourmode8
5,KNR-Transit,jmain,0,jmaintourmode8
6,KNR-Transit,jmain,0,jmaintourmode8
7,KNR-Transit,jmain,0,jmaintourmode8
8,KNR-Transit,jmain,0,jmaintourmode8
9,KNR-Transit,jmain,0,jmaintourmode8
1,School Bus,jmain,0,jmaintourmode9
2,School Bus,jmain,0,jmaintourmode9
3,School Bus,jmain,0,jmaintourmode9
4,School Bus,jmain,0,jmaintourmode9
5,School Bus,jmain,0,jmaintourmode9
6,School Bus,jmain,0,jmaintourmode9
7,School Bus,jmain,0,jmaintourmode9
8,School Bus,jmain,0,jmaintourmode9
9,School Bus,jmain,0,jmaintourmode9
1,Total,jmain,0,jmainTotal
2,Total,jmain,173269.2388,jmainTotal
3,Total,jmain,59125.54876,jmainTotal
4,Total,jmain,14581.41434,jmainTotal
5,Total,jmain,169.7091467,jmainTotal
6,Total,jmain,4751.07452,jmainTotal
7,Total,jmain,0,jmainTotal
8,Total,jmain,0,jmainTotal
9,Total,jmain,0,jmainTotal
1,Auto SOV,jdisc,0,jdisctourmode1
2,Auto SOV,jdisc,0,jdisctourmode1
3,Auto SOV,jdisc,0,jdisctourmode1
4,Auto SOV,jdisc,0,jdisctourmode1
5,Auto SOV,jdisc,0,jdisctourmode1
6,Auto SOV,jdisc,0,jdisctourmode1
7,Auto SOV,jdisc,0,jdisctourmode1
8,Auto SOV,jdisc,0,jdisctourmode1
9,Auto SOV,jdisc,0,jdisctourmode1
1,Auto 2 Person,jdisc,0,jdisctourmode2
2,Auto 2 Person,jdisc,111191.3442,jdisctourmode2
3,Auto 2 Person,jdisc,0,jdisctourmode2
4,Auto 2 Person,jdisc,2242.249639,jdisctourmode2
5,Auto 2 Person,jdisc,0,jdisctourmode2
6,Auto 2 Person,jdisc,0,jdisctourmode2
7,Auto 2 Person,jdisc,0,jdisctourmode2
8,Auto 2 Person,jdisc,0,jdisctourmode2
9,Auto 2 Person,jdisc,0,jdisctourmode2
1,Auto 3+ Person,jdisc,66.02,jdisctourmode3
2,Auto 3+ Person,jdisc,2413.219332,jdisctourmode3
3,Auto 3+ Person,jdisc,58631.56799,jdisctourmode3
4,Auto 3+ Person,jdisc,847.931545,jdisctourmode3
5,Auto 3+ Person,jdisc,0,jdisctourmode3
6,Auto 3+ Person,jdisc,0,jdisctourmode3
7,Auto 3+ Person,jdisc,0,jdisctourmode3
8,Auto 3+ Person,jdisc,0,jdisctourmode3
9,Auto 3+ Person,jdisc,0,jdisctourmode3
1,Walk,jdisc,0,jdisctourmode4
2,Walk,jdisc,0,jdisctourmode4
3,Walk,jdisc,0,jdisctourmode4
4,Walk,jdisc,16913.64563,jdisctourmode4
5,Walk,jdisc,0,jdisctourmode4
6,Walk,jdisc,0,jdisctourmode4
7,Walk,jdisc,0,jdisctourmode4
8,Walk,jdisc,0,jdisctourmode4
9,Walk,jdisc,0,jdisctourmode4
1,Bike/Moped,jdisc,0,jdisctourmode5
2,Bike/Moped,jdisc,32.63235,jdisctourmode5
3,Bike/Moped,jdisc,26.02272,jdisctourmode5
4,Bike/Moped,jdisc,0,jdisctourmode5
5,Bike/Moped,jdisc,156.0219138,jdisctourmode5
6,Bike/Moped,jdisc,0,jdisctourmode5
7,Bike/Moped,jdisc,0,jdisctourmode5
8,Bike/Moped,jdisc,0,jdisctourmode5
9,Bike/Moped,jdisc,0,jdisctourmode5
1,Walk-Transit,jdisc,0,jdisctourmode6
2,Walk-Transit,jdisc,0,jdisctourmode6
3,Walk-Transit,jdisc,0,jdisctourmode6
4,Walk-Transit,jdisc,0,jdisctourmode6
5,Walk-Transit,jdisc,0,jdisctourmode6
6,Walk-Transit,jdisc,0,jdisctourmode6
7,Walk-Transit,jdisc,0,jdisctourmode6
