tripmode,tourmode,purpose,value,grp_var
12,PNR-Transit,work,0,worktourmode7
13,PNR-Transit,work,0,worktourmode7
2,PNR-Transit,work,1622.51492,worktourmode7
3,PNR-Transit,work,411.6527659,worktourmode7
4,PNR-Transit,work,384.6049845,worktourmode7
5,PNR-Transit,work,0,worktourmode7
6,PNR-Transit,work,1751.751731,worktourmode7
7,PNR-Transit,work,6943.111,worktourmode7
8,PNR-Transit,work,33.74443951,worktourmode7
9,PNR-Transit,work,0,worktourmode7
1,KNR-Transit,work,0,worktourmode8
10,KNR-Transit,work,0,worktourmode8
11,KNR-Transit,work,0,worktourmode8
12,KNR-Transit,work,0,worktourmode8
13,KNR-Transit,work,0,worktourmode8
2,KNR-Transit,work,8164.070658,worktourmode8
3,KNR-Transit,work,1246.508798,worktourmode8
4,KNR-Transit,work,1744.117853,worktourmode8
5,KNR-Transit,work,0,worktourmode8
6,KNR-Transit,work,3033.32413,worktourmode8
7,KNR-Transit,work,0,worktourmode8
8,KNR-Transit,work,9611.97856,worktourmode8
9,KNR-Transit,work,0,worktourmode8
1,TNC-Transit,work,0,worktourmode9
10,TNC-Transit,work,0,worktourmode9
11,TNC-Transit,work,0,worktourmode9
12,TNC-Transit,work,0,worktourmode9
13,TNC-Transit,work,0,worktourmode9
2,TNC-Transit,work,0,worktourmode9
3,TNC-Transit,work,0,worktourmode9
4,TNC-Transit,work,0,worktourmode9
5,TNC-Transit,work,0,worktourmode9
6,TNC-Transit,work,0,worktourmode9
7,TNC-Transit,work,0,worktourmode9
8,TNC-Transit,work,0,worktourmode9
9,TNC-Transit,work,0,worktourmode9
1,Taxi,work,0,worktourmode10
10,Taxi,work,44.97446889,worktourmode10
11,Taxi,work,4307.106306,worktourmode10
12,Taxi,work,905.284656,worktourmode10
13,Taxi,work,0,worktourmode10
2,Taxi,work,1036.308165,worktourmode10
3,Taxi,work,186.5184146,worktourmode10
4,Taxi,work,1825.125533,worktourmode10
5,Taxi,work,0,worktourmode10
6,Taxi,work,0,worktourmode10
7,Taxi,work,0,worktourmode10
8,Taxi,work,0,worktourmode10
9,Taxi,work,0,worktourmode10
1,TNC-Single,work,0,worktourmode11
10,TNC-Single,work,0,worktourmode11
11,TNC-Single,work,0,worktourmode11
12,TNC-Single,work,0,worktourmode11
13,TNC-Single,work,0,worktourmode11
2,TNC-Single,work,0,worktourmode11
3,TNC-Single,work,0,worktourmode11
4,TNC-Single,work,0,worktourmode11
5,TNC-Single,work,0,worktourmode11
6,TNC-Single,work,0,worktourmode11
7,TNC-Single,work,0,worktourmode11
8,TNC-Single,work,0,worktourmode11
9,TNC-Single,work,0,worktourmode11
1,TNC-Shared,work,0,worktourmode12
10,TNC-Shared,work,0,worktourmode12
11,TNC-Shared,work,0,worktourmode12
12,TNC-Shared,work,0,worktourmode12
13,TNC-Shared,work,0,worktourmode12
2,TNC-Shared,work,0,worktourmode12
3,TNC-Shared,work,0,worktourmode12
4,TNC-Shared,work,0,worktourmode12
5,TNC-Shared,work,0,worktourmode12
6,TNC-Shared,work,0,worktourmode12
7,TNC-Shared,work,0,worktourmode12
8,TNC-Shared,work,0,worktourmode12
9,TNC-Shared,work,0,worktourmode12
1,School Bus,work,0,worktourmode13
10,School Bus,work,0,worktourmode13
11,School Bus,work,0,worktourmode13
12,School Bus,work,0,worktourmode13
13,School Bus,work,0,worktourmode13
2,School Bus,work,0,worktourmode13
3,School Bus,work,0,worktourmode13
4,School Bus,work,0,worktourmode13
5,School Bus,work,91.5968,worktourmode13
6,School Bus,work,0,worktourmode13
7,School Bus,work,0,worktourmode13
8,School Bus,work,0,worktourmode13
9,School Bus,work,0,worktourmode13
1,Total,work,2927108.05,workTotal
10,Total,work,44.97446889,workTotal
11,Total,work,5750.070486,workTotal
12,Total,work,1662.654006,workTotal
13,Total,work,0,workTotal
2,Total,work,373264.9039,workTotal
3,Total,work,109505.9439,workTotal
4,Total,work,80695.63479,workTotal
5,Total,work,44631.1748,workTotal
6,Total,work,73384.674,workTotal
7,Total,work,6943.111,workTotal
8,Total,work,9645.723,workTotal
9,Total,work,0,workTotal
1,Auto SOV,univ,139720,univtourmode1
10,Auto SOV,univ,0,univtourmode1
11,Auto SOV,univ,0,univtourmode1
12,Auto SOV,univ,0,univtourmode1
13,Auto SOV,univ,0,univtourmode1
2,Auto SOV,univ,0,univtourmode1
3,Auto SOV,univ,0,univtourmode1
4,Auto SOV,univ,0,univtourmode1
5,Auto SOV,univ,0,univtourmode1
6,Auto SOV,univ,0,univtourmode1
7,Auto SOV,univ,0,univtourmode1
8,Auto SOV,univ,0,univtourmode1
9,Auto SOV,univ,0,univtourmode1
1,Auto 2 Person,univ,16809.02457,univtourmode2
10,Auto 2 Person,univ,0,univtourmode2
11,Auto 2 Person,univ,0,univtourmode2
12,Auto 2 Person,univ,0,univtourmode2
13,Auto 2 Person,univ,0,univtourmode2
2,Auto 2 Person,univ,35565.79299,univtourmode2
3,Auto 2 Person,univ,0,univtourmode2
4,Auto 2 Person,univ,4745.182448,univtourmode2
5,Auto 2 Person,univ,0,univtourmode2
6,Auto 2 Person,univ,0,univtourmode2
7,Auto 2 Person,univ,0,univtourmode2
8,Auto 2 Person,univ,0,univtourmode2
9,Auto 2 Person,univ,0,univtourmode2
1,Auto 3+ Person,univ,5424.535683,univtourmode3
10,Auto 3+ Person,univ,0,univtourmode3
11,Auto 3+ Person,univ,0,univtourmode3
12,Auto 3+ Person,univ,0,univtourmode3
13,Auto 3+ Person,univ,0,univtourmode3
2,Auto 3+ Person,univ,5078.384985,univtourmode3
3,Auto 3+ Person,univ,24451.28891,univtourmode3
4,Auto 3+ Person,univ,1505.790422,univtourmode3
5,Auto 3+ Person,univ,0,univtourmode3
6,Auto 3+ Person,univ,0,univtourmode3
7,Auto 3+ Person,univ,0,univtourmode3
8,Auto 3+ Person,univ,0,univtourmode3
9,Auto 3+ Person,univ,0,univtourmode3
1,Walk,univ,0,univtourmode4
10,Walk,univ,0,univtourmode4
11,Walk,univ,0,univtourmode4
12,Walk,univ,0,univtourmode4
13,Walk,univ,0,univtourmode4
2,Walk,univ,0,univtourmode4
3,Walk,univ,0,univtourmode4
4,Walk,univ,10700,univtourmode4
5,Walk,univ,0,univtourmode4
6,Walk,univ,0,univtourmode4
7,Walk,univ,0,univtourmode4
8,Walk,univ,0,univtourmode4
9,Walk,univ,0,univtourmode4
1,Bike/Moped,univ,0,univtourmode5
10,Bike/Moped,univ,0,univtourmode5
11,Bike/Moped,univ,0,univtourmode5
12,Bike/Moped,univ,0,univtourmode5
13,Bike/Moped,univ,0,univtourmode5
2,Bike/Moped,univ,0,univtourmode5
3,Bike/Moped,univ,0,univtourmode5
4,Bike/Moped,univ,0,univtourmode5
5,Bike/Moped,univ,3534.598939,univtourmode5
6,Bike/Moped,univ,0,univtourmode5
7,Bike/Moped,univ,0,univtourmode5
8,Bike/Moped,univ,0,univtourmode5
9,Bike/Moped,univ,0,univtourmode5
1,Walk-Transit,univ,0,univtourmode6
10,Walk-Transit,univ,0,univtourmode6
11,Walk-Transit,univ,50.54641,univtourmode6
12,Walk-Transit,univ,0,univtourmode6
13,Walk-Transit,univ,0,univtourmode6
2,Walk-Transit,univ,2397.703817,univtourmode6
3,Walk-Transit,univ,369.8984399,univtourmode6
4,Walk-Transit,univ,8302.091807,univtourmode6
5,Walk-Transit,univ,47.45545401,univtourmode6
6,Walk-Transit,univ,29772.30407,univtourmode6
7,Walk-Transit,univ,0,univtourmode6
8,Walk-Transit,univ,0,univtourmode6
9,Walk-Transit,univ,0,univtourmode6
1,PNR-Transit,univ,161.285728,univtourmode7
10,PNR-Transit,univ,0,univtourmode7
11,PNR-Transit,univ,75.81426,univtourmode7
12,PNR-Transit,univ,37.90713,univtourmode7
13,PNR-Transit,univ,0,univtourmode7
2,PNR-Transit,univ,727.493051,univtourmode7
3,PNR-Transit,univ,203.8953491,univtourmode7
4,PNR-Transit,univ,261.3324707,univtourmode7
5,PNR-Transit,univ,0,univtourmode7
6,PNR-Transit,univ,931.1113811,univtourmode7
7,PNR-Transit,univ,1783.2535,univtourmode7
8,PNR-Transit,univ,0,univtourmode7
9,PNR-Transit,univ,37.90713,univtourmode7
1,KNR-Transit,univ,0,univtourmode8
10,KNR-Transit,univ,0,univtourmode8
11,KNR-Transit,univ,0,univtourmode8
12,KNR-Transit,univ,0,univtourmode8
13,KNR-Transit,univ,0,univtourmode8
2,KNR-Transit,univ,0,univtourmode8
3,KNR-Transit,univ,0,univtourmode8
4,KNR-Transit,univ,286.2049528,univtourmode8
5,KNR-Transit,univ,0,univtourmode8
6,KNR-Transit,univ,4575.105547,univtourmode8
7,KNR-Transit,univ,0,univtourmode8
8,KNR-Transit,univ,3258.6895,univtourmode8
9,KNR-Transit,univ,0,univtourmode8
1,TNC-Transit,univ,0,univtourmode9
10,TNC-Transit,univ,0,univtourmode9
11,TNC-Transit,univ,0,univtourmode9
12,TNC-Transit,univ,0,univtourmode9
13,TNC-Transit,univ,0,univtourmode9
2,TNC-Transit,univ,0,univtourmode9
3,TNC-Transit,univ,0,univtourmode9
4,TNC-Transit,univ,0,univtourmode9
5,TNC-Transit,univ,0,univtourmode9
6,TNC-Transit,univ,0,univtourmode9
7,TNC-Transit,univ,0,univtourmode9
8,TNC-Transit,univ,0,univtourmode9
9,TNC-Transit,univ,0,univtourmode9
1,Taxi,univ,0,univtourmode10
10,Taxi,univ,0,univtourmode10
11,Taxi,univ,201.0727682,univtourmode10
12,Taxi,univ,171.6698691,univtourmode10
13,Taxi,univ,0,univtourmode10
2,Taxi,univ,0,univtourmode10
3,Taxi,univ,0,univtourmode10
4,Taxi,univ,320.124599,univtourmode10
5,Taxi,univ,0,univtourmode10
6,Taxi,univ,0,univtourmode10
7,Taxi,univ,0,univtourmode10
8,Taxi,univ,0,univtourmode10
9,Taxi,univ,0,univtourmode10
1,TNC-Single,univ,0,univtourmode11
10,TNC-Single,univ,0,univtourmode11
11,TNC-Single,univ,0,univtourmode11
12,TNC-Single,univ,0,univtourmode11
13,TNC-Single,univ,0,univtourmode11
2,TNC-Single,univ,0,univtourmode11
3,TNC-Single,univ,0,univtourmode11
4,TNC-Single,univ,0,univtourmode11
5,TNC-Single,univ,0,univtourmode11
6,TNC-Single,univ,0,univtourmode11
7,TNC-Single,univ,0,univtourmode11
8,TNC-Single,univ,0,univtourmode11
9,TNC-Single,univ,0,univtourmode11
1,TNC-Shared,univ,0,univtourmode12
10,TNC-Shared,univ,0,univtourmode12
11,TNC-Shared,univ,0,univtourmode12
12,TNC-Shared,univ,0,univtourmode12
13,TNC-Shared,univ,0,univtourmode12
2,TNC-Shared,univ,0,univtourmode12
3,TNC-Shared,univ,0,univtourmode12
4,TNC-Shared,univ,0,univtourmode12
5,TNC-Shared,univ,0,univtourmode12
6,TNC-Shared,univ,0,univtourmode12
7,TNC-Shared,univ,0,univtourmode12
8,TNC-Shared,univ,0,univtourmode12
9,TNC-Shared,univ,0,univtourmode12
1,School Bus,univ,0,univtourmode13
10,School Bus,univ,0,univtourmode13
11,School Bus,univ,0,univtourmode13
12,School Bus,univ,0,univtourmode13
13,School Bus,univ,0,univtourmode13
2,School Bus,univ,0,univtourmode13
3,School Bus,univ,0,univtourmode13
4,School Bus,univ,0,univtourmode13
5,School Bus,univ,0,univtourmode13
6,School Bus,univ,0,univtourmode13
7,School Bus,univ,0,univtourmode13
8,School Bus,univ,0,univtourmode13
9,School Bus,univ,0,univtourmode13
1,Total,univ,162114.846,univTotal
10,Total,univ,0,univTotal
11,Total,univ,327.4334382,univTotal
12,Total,univ,209.5769991,univTotal
13,Total,univ,0,univTotal
2,Total,univ,43769.37484,univTotal
3,Total,univ,25025.0827,univTotal
4,Total,univ,26120.7267,univTotal
5,Total,univ,3582.054393,univTotal
6,Total,univ,35278.521,univTotal
7,Total,univ,1783.2535,univTotal
8,Total,univ,3258.6895,univTotal
9,Total,univ,37.90713,univTotal
1,Auto SOV,schl,41140,schltourmode1
10,Auto SOV,schl,0,schltourmode1
11,Auto SOV,schl,0,schltourmode1
12,Auto SOV,schl,0,schltourmode1
13,Auto SOV,schl,0,schltourmode1
2,Auto SOV,schl,0,schltourmode1
3,Auto SOV,schl,0,schltourmode1
4,Auto SOV,schl,0,schltourmode1
5,Auto SOV,schl,0,schltourmode1
6,Auto SOV,schl,0,schltourmode1
7,Auto SOV,schl,0,schltourmode1
8,Auto SOV,schl,0,schltourmode1
9,Auto SOV,schl,0,schltourmode1
1,Auto 2 Person,schl,20189.47276,schltourmode2
10,Auto 2 Person,schl,0,schltourmode2
11,Auto 2 Person,schl,0,schltourmode2
12,Auto 2 Person,schl,0,schltourmode2
13,Auto 2 Person,schl,0,schltourmode2
2,Auto 2 Person,schl,555543.3656,schltourmode2
3,Auto 2 Person,schl,0,schltourmode2
4,Auto 2 Person,schl,30027.16165,schltourmode2
5,Auto 2 Person,schl,0,schltourmode2
6,Auto 2 Person,schl,0,schltourmode2
7,Auto 2 Person,schl,0,schltourmode2
8,Auto 2 Person,schl,0,schltourmode2
9,Auto 2 Person,schl,0,schltourmode2
1,Auto 3+ Person,schl,3155.740004,schltourmode3
10,Auto 3+ Person,schl,0,schltourmode3
11,Auto 3+ Person,schl,0,schltourmode3
12,Auto 3+ Person,schl,0,schltourmode3
13,Auto 3+ Person,schl,0,schltourmode3
2,Auto 3+ Person,schl,126693.3222,schltourmode3
3,Auto 3+ Person,schl,647626.7369,schltourmode3
4,Auto 3+ Person,schl,35704.20092,schltourmode3
5,Auto 3+ Person,schl,0,schltourmode3
6,Auto 3+ Person,schl,0,schltourmode3
7,Auto 3+ Person,schl,0,schltourmode3
8,Auto 3+ Person,schl,0,schltourmode3
9,Auto 3+ Person,schl,0,schltourmode3
1,Walk,schl,0,schltourmode4
10,Walk,schl,0,schltourmode4
11,Walk,schl,0,schltourmode4
12,Walk,schl,0,schltourmode4
13,Walk,schl,0,schltourmode4
2,Walk,schl,0,schltourmode4
3,Walk,schl,0,schltourmode4
4,Walk,schl,48880,schltourmode4
5,Walk,schl,0,schltourmode4
6,Walk,schl,0,schltourmode4
7,Walk,schl,0,schltourmode4
8,Walk,schl,0,schltourmode4
9,Walk,schl,0,schltourmode4
1,Bike/Moped,schl,0,schltourmode5
10,Bike/Moped,schl,0,schltourmode5
11,Bike/Moped,schl,0,schltourmode5
12,Bike/Moped,schl,0,schltourmode5
13,Bike/Moped,schl,0,schltourmode5
2,Bike/Moped,schl,407.3342977,schltourmode5
3,Bike/Moped,schl,1816.111532,schltourmode5
4,Bike/Moped,schl,1279.863833,schltourmode5
5,Bike/Moped,schl,12676.69034,schltourmode5
6,Bike/Moped,schl,0,schltourmode5
7,Bike/Moped,schl,0,schltourmode5
8,Bike/Moped,schl,0,schltourmode5
9,Bike/Moped,schl,0,schltourmode5
1,Walk-Transit,schl,0,schltourmode6
10,Walk-Transit,schl,0,schltourmode6
11,Walk-Transit,schl,0,schltourmode6
12,Walk-Transit,schl,0,schltourmode6
13,Walk-Transit,schl,0,schltourmode6
2,Walk-Transit,schl,403.378302,schltourmode6
3,Walk-Transit,schl,2261.064694,schltourmode6
4,Walk-Transit,schl,649.4814066,schltourmode6
5,Walk-Transit,schl,0,schltourmode6
6,Walk-Transit,schl,10526.0756,schltourmode6
7,Walk-Transit,schl,0,schltourmode6
8,Walk-Transit,schl,0,schltourmode6
9,Walk-Transit,schl,0,schltourmode6
1,PNR-Transit,schl,0,schltourmode7
10,PNR-Transit,schl,0,schltourmode7
11,PNR-Transit,schl,0,schltourmode7
12,PNR-Transit,schl,0,schltourmode7
13,PNR-Transit,schl,0,schltourmode7
2,PNR-Transit,schl,0,schltourmode7
3,PNR-Transit,schl,0,schltourmode7
4,PNR-Transit,schl,0,schltourmode7
5,PNR-Transit,schl,0,schltourmode7
6,PNR-Transit,schl,21.53756346,schltourmode7
7,PNR-Transit,schl,32.250097,schltourmode7
8,PNR-Transit,schl,0,schltourmode7
9,PNR-Transit,schl,0,schltourmode7
1,KNR-Transit,schl,0,schltourmode8
10,KNR-Transit,schl,0,schltourmode8
11,KNR-Transit,schl,0,schltourmode8
12,KNR-Transit,schl,0,schltourmode8
13,KNR-Transit,schl,0,schltourmode8
2,KNR-Transit,schl,0,schltourmode8
3,KNR-Transit,schl,1209.452116,schltourmode8
4,KNR-Transit,schl,1209.452116,schltourmode8
5,KNR-Transit,schl,0,schltourmode8
6,KNR-Transit,schl,776.5308389,schltourmode8
7,KNR-Transit,schl,0,schltourmode8
8,KNR-Transit,schl,904.56493,schltourmode8
9,KNR-Transit,schl,0,schltourmode8
1,TNC-Transit,schl,0,schltourmode9
10,TNC-Transit,schl,0,schltourmode9
11,TNC-Transit,schl,0,schltourmode9
12,TNC-Transit,schl,0,schltourmode9
13,TNC-Transit,schl,0,schltourmode9
2,TNC-Transit,schl,0,schltourmode9
3,TNC-Transit,schl,0,schltourmode9
4,TNC-Transit,schl,0,schltourmode9
5,TNC-Transit,schl,0,schltourmode9
6,TNC-Transit,schl,0,schltourmode9
7,TNC-Transit,schl,0,schltourmode9
8,TNC-Transit,schl,0,schltourmode9
9,TNC-Transit,schl,0,schltourmode9
1,Taxi,schl,0,schltourmode10
10,Taxi,schl,0,schltourmode10
11,Taxi,schl,0,schltourmode10
12,Taxi,schl,0,schltourmode10
13,Taxi,schl,0,schltourmode10
2,Taxi,schl,0,schltourmode10
3,Taxi,schl,0,schltourmode10
4,Taxi,schl,0,schltourmode10
5,Taxi,schl,0,schltourmode10
6,Taxi,schl,0,schltourmode10
7,Taxi,schl,0,schltourmode10
8,Taxi,schl,0,schltourmode10
9,Taxi,schl,0,schltourmode10
1,TNC-Single,schl,0,schltourmode11
10,TNC-Single,schl,0,schltourmode11
11,TNC-Single,schl,0,schltourmode11
12,TNC-Single,schl,0,schltourmode11
13,TNC-Single,schl,0,schltourmode11
2,TNC-Single,schl,0,schltourmode11
3,TNC-Single,schl,0,schltourmode11
4,TNC-Single,schl,0,schltourmode11
5,TNC-Single,schl,0,schltourmode11
6,TNC-Single,schl,0,schltourmode11
7,TNC-Single,schl,0,schltourmode11
8,TNC-Single,schl,0,schltourmode11
9,TNC-Single,schl,0,schltourmode11
1,TNC-Shared,schl,0,schltourmode12
10,TNC-Shared,schl,0,schltourmode12
11,TNC-Shared,schl,0,schltourmode12
12,TNC-Shared,schl,0,schltourmode12
13,TNC-Shared,schl,0,schltourmode12
2,TNC-Shared,schl,0,schltourmode12
3,TNC-Shared,schl,0,schltourmode12
4,TNC-Shared,schl,0,schltourmode12
5,TNC-Shared,schl,0,schltourmode12
6,TNC-Shared,schl,0,schltourmode12
7,TNC-Shared,schl,0,schltourmode12
8,TNC-Shared,schl,0,schltourmode12
9,TNC-Shared,schl,0,schltourmode12
1,School Bus,schl,0,schltourmode13
10,School Bus,schl,0,schltourmode13
11,School Bus,schl,0,schltourmode13
12,School Bus,schl,0,schltourmode13
13,School Bus,schl,142760,schltourmode13
2,School Bus,schl,0,schltourmode13
3,School Bus,schl,0,schltourmode13
4,School Bus,schl,0,schltourmode13
5,School Bus,schl,0,schltourmode13
6,School Bus,schl,0,schltourmode13
7,School Bus,schl,0,schltourmode13
8,School Bus,schl,0,schltourmode13
9,School Bus,schl,0,schltourmode13
1,Total,schl,64485.21276,schlTotal
10,Total,schl,0,schlTotal
11,Total,schl,0,schlTotal
12,Total,schl,0,schlTotal
13,Total,schl,142760,schlTotal
2,Total,schl,683047.4004,schlTotal
3,Total,schl,652913.3652,schlTotal
4,Total,schl,117750.1599,schlTotal
5,Total,schl,12676.69034,schlTotal
6,Total,schl,11324.144,schlTotal
7,Total,schl,32.250097,schlTotal
8,Total,schl,904.56493,schlTotal
9,Total,schl,0,schlTotal
1,Auto SOV,imain,1624900,imaintourmode1
10,Auto SOV,imain,0,imaintourmode1
11,Auto SOV,imain,0,imaintourmode1
12,Auto SOV,imain,0,imaintourmode1
13,Auto SOV,imain,0,imaintourmode1
2,Auto SOV,imain,0,imaintourmode1
3,Auto SOV,imain,0,imaintourmode1
4,Auto SOV,imain,0,imaintourmode1
5,Auto SOV,imain,0,imaintourmode1
6,Auto SOV,imain,0,imaintourmode1
7,Auto SOV,imain,0,imaintourmode1
8,Auto SOV,imain,0,imaintourmode1
9,Auto SOV,imain,0,imaintourmode1
1,Auto 2 Person,imain,415787.3475,imaintourmode2
10,Auto 2 Person,imain,0,imaintourmode2
11,Auto 2 Person,imain,0,imaintourmode2
12,Auto 2 Person,imain,0,imaintourmode2
13,Auto 2 Person,imain,0,imaintourmode2
2,Auto 2 Person,imain,927573.616,imaintourmode2
3,Auto 2 Person,imain,5359.421377,imaintourmode2
4,Auto 2 Person,imain,17999.6152,imaintourmode2
5,Auto 2 Person,imain,0,imaintourmode2
6,Auto 2 Person,imain,0,imaintourmode2
7,Auto 2 Person,imain,0,imaintourmode2
8,Auto 2 Person,imain,0,imaintourmode2
9,Auto 2 Person,imain,0,imaintourmode2
1,Auto 3+ Person,imain,180580.6409,imaintourmode3
10,Auto 3+ Person,imain,0,imaintourmode3
11,Auto 3+ Person,imain,0,imaintourmode3
12,Auto 3+ Person,imain,0,imaintourmode3
13,Auto 3+ Person,imain,0,imaintourmode3
2,Auto 3+ Person,imain,339100.0587,imaintourmode3
3,Auto 3+ Person,imain,1194644.976,imaintourmode3
4,Auto 3+ Person,imain,11954.32423,imaintourmode3
5,Auto 3+ Person,imain,0,imaintourmode3
6,Auto 3+ Person,imain,0,imaintourmode3
7,Auto 3+ Person,imain,0,imaintourmode3
8,Auto 3+ Person,imain,0,imaintourmode3
9,Auto 3+ Person,imain,0,imaintourmode3
1,Walk,imain,0,imaintourmode4
10,Walk,imain,0,imaintourmode4
11,Walk,imain,0,imaintourmode4
12,Walk,imain,0,imaintourmode4
13,Walk,imain,0,imaintourmode4
2,Walk,imain,0,imaintourmode4
3,Walk,imain,0,imaintourmode4
4,Walk,imain,274380,imaintourmode4
5,Walk,imain,0,imaintourmode4
6,Walk,imain,0,imaintourmode4
7,Walk,imain,0,imaintourmode4
8,Walk,imain,0,imaintourmode4
9,Walk,imain,0,imaintourmode4
1,Bike/Moped,imain,0,imaintourmode5
10,Bike/Moped,imain,0,imaintourmode5
11,Bike/Moped,imain,0,imaintourmode5
12,Bike/Moped,imain,0,imaintourmode5
13,Bike/Moped,imain,0,imaintourmode5
2,Bike/Moped,imain,0,imaintourmode5
3,Bike/Moped,imain,0,imaintourmode5
4,Bike/Moped,imain,0,imaintourmode5
5,Bike/Moped,imain,11730.40277,imaintourmode5
6,Bike/Moped,imain,0,imaintourmode5
7,Bike/Moped,imain,0,imaintourmode5
8,Bike/Moped,imain,0,imaintourmode5
9,Bike/Moped,imain,0,imaintourmode5
1,Walk-Transit,imain,0,imaintourmode6
10,Walk-Transit,imain,0,imaintourmode6
11,Walk-Transit,imain,640.12362,imaintourmode6
12,Walk-Transit,imain,68.78571,imaintourmode6
13,Walk-Transit,imain,0,imaintourmode6
2,Walk-Transit,imain,418.4049346,imaintourmode6
3,Walk-Transit,imain,679.2952238,imaintourmode6
4,Walk-Transit,imain,891.8352178,imaintourmode6
5,Walk-Transit,imain,10.29631664,imaintourmode6
6,Walk-Transit,imain,26111.25898,imaintourmode6
7,Walk-Transit,imain,0,imaintourmode6
8,Walk-Transit,imain,0,imaintourmode6
9,Walk-Transit,imain,0,imaintourmode6
1,PNR-Transit,imain,115.5917251,imaintourmode7
10,PNR-Transit,imain,0,imaintourmode7
11,PNR-Transit,imain,0,imaintourmode7
12,PNR-Transit,imain,30.72627,imaintourmode7
13,PNR-Transit,imain,0,imaintourmode7
2,PNR-Transit,imain,61.80063086,imaintourmode7
3,PNR-Transit,imain,15.29846299,imaintourmode7
4,PNR-Transit,imain,45.66204805,imaintourmode7
5,PNR-Transit,imain,0,imaintourmode7
6,PNR-Transit,imain,34.87399901,imaintourmode7
7,PNR-Transit,imain,376.046864,imaintourmode7
8,PNR-Transit,imain,0,imaintourmode7
9,PNR-Transit,imain,0,imaintourmode7
1,KNR-Transit,imain,0,imaintourmode8
10,KNR-Transit,imain,0,imaintourmode8
11,KNR-Transit,imain,0,imaintourmode8
12,KNR-Transit,imain,0,imaintourmode8
13,KNR-Transit,imain,0,imaintourmode8
