Establishment_ID,Industry_No,Industry_Name,LUZ,MGRA,Employees,Size_Class
159,9,EPO,22,2290,25,4
160,9,EPO,22,5558,23,4
161,9,EPO,22,8760,34,4
162,9,EPO,22,9897,14,3
163,9,EPO,23,808,738,7
164,9,EPO,23,4206,1,1
165,9,EPO,23,4206,50,5
166,9,EPO,23,5225,5,2
167,9,EPO,23,5225,24,4
168,9,EPO,24,3311,5,2
169,9,EPO,24,3311,112,6
170,9,EPO,24,4181,578,7
171,9,EPO,25,20,346,7
172,9,EPO,25,2266,36,4
173,9,EPO,25,2515,80,5
174,9,EPO,25,3620,10,3
175,9,EPO,25,7413,20,4
176,9,EPO,26,8049,29,4
177,9,EPO,26,10734,54,5
178,9,EPO,28,36,106,6
179,9,EPO,28,133,50,5
180,9,EPO,28,300,1,1
181,9,EPO,28,300,1,1
182,9,EPO,28,300,5,2
183,9,EPO,28,300,10,3
184,9,EPO,28,615,1,1
185,9,EPO,28,615,1,1
186,9,EPO,28,615,1,1
187,9,EPO,28,615,1,1
188,9,EPO,28,615,1,1
189,9,EPO,28,615,1,1
190,9,EPO,28,615,5,2
191,9,EPO,28,615,10,3
192,9,EPO,28,615,10,3
193,9,EPO,28,615,10,3
194,9,EPO,28,751,1,1
195,9,EPO,28,751,1,1
196,9,EPO,28,751,5,2
197,9,EPO,28,751,10,3
198,9,EPO,28,751,10,3
199,9,EPO,28,751,10,3
200,9,EPO,28,751,10,3
201,9,EPO,28,751,10,3
202,9,EPO,28,751,10,3
203,9,EPO,28,751,10,3
204,9,EPO,28,751,10,3
205,9,EPO,28,751,10,3
206,9,EPO,28,751,10,3
207,9,EPO,28,751,20,4
208,9,EPO,28,751,20,4
209,9,EPO,28,751,20,4
210,9,EPO,28,751,50,5
211,9,EPO,28,932,1,1
212,9,EPO,28,932,1,1
213,9,EPO,28,932,1,1
214,9,EPO,28,932,1,1
215,9,EPO,28,932,5,2
216,9,EPO,28,932,20,4
217,9,EPO,28,991,1,1
218,9,EPO,28,991,10,3
219,9,EPO,28,991,10,3
220,9,EPO,28,991,10,3
221,9,EPO,28,991,10,3
222,9,EPO,28,991,10,3
223,9,EPO,28,991,10,3
224,9,EPO,28,991,20,4
225,9,EPO,28,991,20,4
226,9,EPO,28,991,20,4
227,9,EPO,28,991,20,4
228,9,EPO,28,991,50,5
229,9,EPO,28,991,50,5
230,9,EPO,28,991,100,6
231,9,EPO,28,991,100,6
232,9,EPO,28,991,100,6
233,9,EPO,28,991,100,6
234,9,EPO,28,991,100,6
235,9,EPO,28,991,100,6
236,9,EPO,28,991,100,6
237,9,EPO,28,991,100,6
238,9,EPO,28,991,100,6
239,9,EPO,28,991,100,6
240,9,EPO,28,1038,1,1
241,9,EPO,28,1038,1,1
242,9,EPO,28,1038,1,1
243,9,EPO,28,1038,1,1
244,9,EPO,28,1038,1,1
245,9,EPO,28,1038,5,2
246,9,EPO,28,1038,10,3
247,9,EPO,28,1038,10,3
248,9,EPO,28,1038,10,3
249,9,EPO,28,1038,10,3
250,9,EPO,28,1038,10,3
251,9,EPO,28,1038,250,7
252,9,EPO,28,1164,50,5
253,9,EPO,28,1196,5,2
254,9,EPO,28,1196,5,2
255,9,EPO,28,1196,20,4
256,9,EPO,28,1196,100,6
257,9,EPO,28,1625,50,5
258,9,EPO,28,1625,100,6
259,9,EPO,28,1625,250,7
260,9,EPO,28,1625,250,7
261,9,EPO,28,1729,1,1
262,9,EPO,28,1729,1,1
263,9,EPO,28,1729,5,2
264,9,EPO,28,1729,100,6
265,9,EPO,28,1729,250,7
266,9,EPO,28,1729,250,7
267,9,EPO,28,1802,1,1
268,9,EPO,28,1802,1,1
269,9,EPO,28,1802,5,2
270,9,EPO,28,1802,100,6
271,9,EPO,28,1814,1,1
272,9,EPO,28,1814,1,1
273,9,EPO,28,1814,1,1
274,9,EPO,28,1814,1,1
275,9,EPO,28,1814,10,3
276,9,EPO,28,1814,20,4
277,9,EPO,28,1814,250,7
278,9,EPO,28,1814,250,7
279,9,EPO,28,1920,1,1
280,9,EPO,28,1920,1,1
281,9,EPO,28,1920,10,3
282,9,EPO,28,1920,10,3
283,9,EPO,28,1920,20,4
284,9,EPO,28,1920,50,5
285,9,EPO,28,1920,100,6
286,9,EPO,28,1920,250,7
287,9,EPO,28,1992,50,5
288,9,EPO,28,2006,10,3
289,9,EPO,28,2006,50,5
290,9,EPO,28,2006,250,7
291,9,EPO,28,2171,5,2
292,9,EPO,28,2171,10,3
293,9,EPO,28,2171,252,7
294,9,EPO,28,2171,252,7
295,9,EPO,28,2547,10,3
296,9,EPO,28,2547,253,7
297,9,EPO,28,2569,10,3
298,9,EPO,28,2569,20,4
299,9,EPO,28,2569,250,7
300,9,EPO,28,2569,250,7
301,9,EPO,28,2728,20,4
302,9,EPO,28,2728,100,6
303,9,EPO,28,2728,250,7
304,9,EPO,28,2728,251,7
305,9,EPO,28,2728,251,7
306,9,EPO,28,2728,251,7
307,9,EPO,28,2841,17,3
308,9,EPO,28,3039,11,3
309,9,EPO,28,3039,23,4
310,9,EPO,28,3039,55,5
311,9,EPO,28,3150,10,3
312,9,EPO,28,3150,104,6
313,9,EPO,28,3150,103,6
314,9,EPO,28,3225,50,5
315,9,EPO,28,3225,100,6
316,9,EPO,28,3225,251,7
317,9,EPO,28,3225,251,7
318,9,EPO,28,3225,251,7
319,9,EPO,28,3225,251,7
320,9,EPO,28,3312,10,3
321,9,EPO,28,3312,20,4
322,9,EPO,28,3312,50,5
323,9,EPO,28,3312,251,7
324,9,EPO,28,3312,250,7
325,9,EPO,28,3504,12,3
326,9,EPO,28,3504,25,4
327,9,EPO,28,4199,10,3
328,9,EPO,28,4199,50,5
329,9,EPO,28,4199,50,5
330,9,EPO,28,4199,100,6
331,9,EPO,28,4199,256,7
332,9,EPO,28,5159,29,4
333,9,EPO,28,5619,20,4
334,9,EPO,28,5619,50,5
335,9,EPO,28,5619,100,6
336,9,EPO,28,5619,252,7
337,9,EPO,28,5619,251,7
338,9,EPO,28,5619,251,7
339,9,EPO,28,5619,253,7
340,9,EPO,28,5619,251,7
341,9,EPO,28,5736,10,3
342,9,EPO,28,5736,50,5
343,9,EPO,28,5736,253,7
344,9,EPO,28,5801,100,6
345,9,EPO,28,5801,253,7
346,9,EPO,28,5801,252,7
347,9,EPO,28,5815,11,3
348,9,EPO,28,5815,22,4
349,9,EPO,28,5815,113,6
350,9,EPO,28,6452,21,4
351,9,EPO,28,6452,104,6
352,9,EPO,28,6452,104,6
353,9,EPO,28,6619,50,5
354,9,EPO,28,6619,250,7
355,9,EPO,28,6619,251,7
356,9,EPO,28,6921,265,7
357,9,EPO,28,6921,266,7
358,9,EPO,28,6921,266,7
359,9,EPO,28,7073,100,6
360,9,EPO,28,7073,284,7
361,9,EPO,28,8075,50,5
362,9,EPO,28,8527,50,5
363,9,EPO,28,8527,100,6
364,9,EPO,28,8527,100,6
365,9,EPO,28,8527,100,6
366,9,EPO,28,8527,253,7
367,9,EPO,28,8527,253,7
368,9,EPO,28,8527,254,7
369,9,EPO,28,8527,252,7
370,9,EPO,28,8527,253,7
371,9,EPO,28,8527,252,7
372,9,EPO,28,8527,252,7
373,9,EPO,28,8527,254,7
374,9,EPO,28,8527,252,7
375,9,EPO,28,8527,252,7
376,9,EPO,28,8527,252,7
377,9,EPO,28,8527,252,7
378,9,EPO,28,8527,252,7
379,9,EPO,28,8527,252,7
380,9,EPO,28,10208,50,5
381,9,EPO,28,10208,326,7
382,9,EPO,28,10635,263,7
383,9,EPO,28,10635,265,7
384,9,EPO,28,10635,264,7
385,9,EPO,28,10635,263,7
386,9,EPO,28,10641,980,7
387,9,EPO,28,10641,979,7
388,9,EPO,29,5485,110,6
389,9,EPO,29,7325,26,4
390,9,EPO,29,7325,27,4
391,9,EPO,29,7325,61,5
392,9,EPO,29,7325,61,5
393,9,EPO,29,10562,1,1
394,9,EPO,29,24196,35,4
395,9,EPO,29,24196,35,4
396,9,EPO,29,24196,37,4
397,9,EPO,30,6994,471,7
398,9,EPO,30,7174,117,6
399,9,EPO,30,12702,144,6
400,9,EPO,30,12703,10,3
401,9,EPO,30,12703,10,3
402,9,EPO,30,12703,20,4
403,9,EPO,30,12703,20,4
404,9,EPO,30,12703,21,4
405,9,EPO,30,12703,20,4
406,9,EPO,30,12703,101,6
407,9,EPO,30,12703,101,6
408,9,EPO,30,12703,101,6
409,9,EPO,30,12703,101,6
410,9,EPO,30,12703,101,6
411,9,EPO,30,12703,101,6
412,9,EPO,30,12703,894,7
413,9,EPO,30,12703,894,7
414,9,EPO,30,12703,895,7
415,9,EPO,30,12703,894,7
416,9,EPO,30,24101,29,4
417,9,EPO,31,5750,47,4
418,9,EPO,31,11281,294,7
419,9,EPO,32,6660,144,6
420,9,EPO,32,11242,117,6
421,9,EPO,32,11247,2,1
422,9,EPO,32,11247,27,4
423,9,EPO,32,11250,561,7
424,9,EPO,33,2115,21,4
425,9,EPO,33,2115,22,4
426,9,EPO,33,2115,21,4
427,9,EPO,34,1684,114,6
428,9,EPO,34,2680,117,6
429,9,EPO,34,8315,29,4
430,9,EPO,35,1090,29,4
431,9,EPO,35,6474,11,3
432,9,EPO,35,10339,22,4
433,9,EPO,35,10339,21,4
434,9,EPO,35,10339,22,4
435,9,EPO,36,8567,11,3
436,9,EPO,37,8060,11,3
437,9,EPO,37,11446,11,3
438,9,EPO,38,234,29,4
439,9,EPO,38,484,11,3
440,9,EPO,38,3726,91,5
441,9,EPO,38,3728,20,4
442,9,EPO,38,3740,11,3
443,9,EPO,38,8117,4,1
444,9,EPO,39,2764,78,5
445,9,EPO,39,3457,9,2
446,9,EPO,39,4222,20,4
447,9,EPO,39,6652,29,4
448,9,EPO,39,10848,11,3
449,9,EPO,39,23745,29,4
450,9,EPO,39,23822,11,3
451,9,EPO,41,13931,43,4
452,9,EPO,41,13937,20,4
453,9,EPO,41,13968,70,5
454,9,EPO,42,225,54,5
455,9,EPO,42,4233,11,3
456,9,EPO,42,5057,53,5
457,9,EPO,42,11561,29,4
458,9,EPO,44,1550,65,5
459,9,EPO,44,10534,29,4
460,9,EPO,44,10542,119,6
461,9,EPO,44,10543,39,4
462,9,EPO,44,10550,28,4
463,9,EPO,46,5385,20,4
464,9,EPO,46,10525,29,4
465,9,EPO,46,12316,346,7
466,9,EPO,47,12030,29,4
467,9,EPO,49,6285,14,3
468,9,EPO,49,6481,57,5
469,9,EPO,49,7185,366,7
470,9,EPO,49,12570,29,4
471,9,EPO,52,8539,498,7
472,9,EPO,52,12791,103,6
473,9,EPO,53,6476,29,4
474,9,EPO,53,8731,69,5
475,9,EPO,54,13033,24,4
476,9,EPO,54,13033,25,4
477,9,EPO,55,4844,29,4
478,9,EPO,55,8137,82,5
479,9,EPO,56,7445,10,3
480,9,EPO,56,11699,2,1
481,9,EPO,60,459,24,4
482,9,EPO,60,459,25,4
483,9,EPO,60,459,58,5
484,9,EPO,60,5802,20,4
485,9,EPO,60,6310,175,6
486,9,EPO,61,13639,49,4
487,9,EPO,61,13643,10,3
488,9,EPO,61,13643,20,4
489,9,EPO,61,13643,20,4
490,9,EPO,61,13643,50,5
491,9,EPO,62,5960,10,3
492,9,EPO,63,627,83,5
493,9,EPO,63,1064,6,2
494,9,EPO,63,1064,6,2
495,9,EPO,63,1064,8,2
496,9,EPO,63,1064,6,2
497,9,EPO,63,1064,13,3
498,9,EPO,63,1064,13,3
499,9,EPO,63,1064,13,3
500,9,EPO,63,1064,30,4
501,9,EPO,63,1064,30,4
502,9,EPO,63,1064,30,4
503,9,EPO,63,1064,30,4
504,9,EPO,63,1064,31,4
505,9,EPO,63,1064,67,5
506,9,EPO,63,1064,67,5
507,9,EPO,63,1064,67,5
508,9,EPO,63,1064,67,5
509,9,EPO,63,1064,67,5
510,9,EPO,63,1064,67,5
511,9,EPO,63,4287,100,6
512,9,EPO,63,4287,287,7
513,9,EPO,63,5208,25,4
514,9,EPO,63,5590,251,7
515,9,EPO,63,5590,251,7
516,9,EPO,63,5590,251,7
517,9,EPO,63,6478,50,5
518,9,EPO,63,7318,100,6
519,9,EPO,63,7318,100,6
520,9,EPO,63,7318,100,6
521,9,EPO,63,7318,100,6
522,9,EPO,63,7318,253,7
523,9,EPO,63,7318,253,7
524,9,EPO,63,7318,253,7
525,9,EPO,63,7318,253,7
526,9,EPO,63,7318,253,7
527,9,EPO,63,7318,253,7
528,9,EPO,63,7318,253,7
529,9,EPO,63,7318,253,7
530,9,EPO,63,7318,253,7
531,9,EPO,63,7318,253,7
532,9,EPO,63,7318,253,7
533,9,EPO,63,7490,37,4
534,9,EPO,63,8100,15,3
535,9,EPO,63,8349,100,6
536,9,EPO,63,8349,260,7
537,9,EPO,63,9001,238,6
538,9,EPO,63,9090,10,3
539,9,EPO,63,9090,10,3
540,9,EPO,63,10903,465,7
541,9,EPO,63,13218,481,7
542,9,EPO,63,13308,267,7
543,9,EPO,63,13308,267,7
544,9,EPO,63,13308,267,7
545,9,EPO,63,13605,1,1
546,9,EPO,63,13605,2,1
547,9,EPO,63,13605,1,1
548,9,EPO,63,13605,1,1
549,9,EPO,63,13605,24,4
550,9,EPO,63,13608,10,3
551,9,EPO,63,13610,290,7
552,9,EPO,63,13610,290,7
553,9,EPO,63,13610,291,7
554,9,EPO,63,13610,290,7
555,9,EPO,63,13611,302,7
556,9,EPO,63,13615,43,4
557,9,EPO,63,13624,126,6
558,9,EPO,63,13626,301,7
559,9,EPO,63,13626,301,7
560,9,EPO,63,13626,301,7
561,9,EPO,63,13626,302,7
562,9,EPO,63,13627,282,7
563,9,EPO,63,13627,282,7
564,9,EPO,63,13627,282,7
565,9,EPO,63,13627,282,7
566,9,EPO,63,13627,282,7
567,9,EPO,63,13629,16,3
568,9,EPO,63,24126,554,7
569,9,EPO,64,640,20,4
570,9,EPO,64,3274,50,5
571,9,EPO,65,4726,56,5
572,9,EPO,65,7569,297,7
573,9,EPO,65,7569,296,7
574,9,EPO,66,1775,134,6
575,9,EPO,66,6617,200,6
576,9,EPO,66,7967,346,7
577,9,EPO,66,23757,50,5
578,9,EPO,67,463,29,4
579,9,EPO,67,6565,20,4
580,9,EPO,68,8162,20,4
581,9,EPO,68,8162,694,7
582,9,EPO,68,8162,695,7
583,9,EPO,68,11320,103,6
584,9,EPO,69,3976,14,3
585,9,EPO,69,5753,25,4
586,9,EPO,69,5753,24,4
587,9,EPO,71,6198,307,7
588,9,EPO,71,13388,23,4
589,9,EPO,71,13388,22,4
590,9,EPO,71,13406,20,4
591,9,EPO,74,4945,29,4
592,9,EPO,74,5179,20,4
593,9,EPO,74,8444,90,5
594,9,EPO,74,9022,50,5
595,9,EPO,74,10893,101,6
596,9,EPO,75,2314,36,4
597,9,EPO,75,3940,29,4
598,9,EPO,75,11820,20,4
599,9,EPO,76,2335,18,3
600,9,EPO,76,6536,14,3
601,9,EPO,77,6514,96,5
602,9,EPO,77,23830,4875,7
603,9,EPO,77,23831,21,4
604,9,EPO,78,1246,346,7
605,9,EPO,78,5319,87,5
606,9,EPO,78,8377,20,4
607,9,EPO,78,8762,14,3
608,9,EPO,78,9209,29,4
609,9,EPO,79,7682,24,4
610,9,EPO,80,812,20,4
611,9,EPO,80,4977,31,4
612,9,EPO,80,9275,29,4
613,9,EPO,82,9180,14,3
614,9,EPO,82,9266,69,5
615,9,EPO,83,3298,1,1
616,9,EPO,83,3298,2,1
617,9,EPO,83,3298,2,1
618,9,EPO,83,3298,1,1
619,9,EPO,83,3298,1,1
620,9,EPO,83,3298,1,1
621,9,EPO,83,3298,10,3
622,9,EPO,83,3298,10,3
623,9,EPO,83,3298,20,4
624,9,EPO,83,3298,261,7
625,9,EPO,83,5685,23,4
626,9,EPO,83,5685,22,4
627,9,EPO,83,6237,1,1
628,9,EPO,83,7120,14,3
629,9,EPO,83,7706,3,1
630,9,EPO,83,9279,20,4
631,9,EPO,83,9279,20,4
632,9,EPO,83,9279,20,4
633,9,EPO,83,9279,20,4
634,9,EPO,83,9279,20,4
635,9,EPO,83,9279,273,7
636,9,EPO,83,9279,271,7
637,9,EPO,83,9279,273,7
638,9,EPO,83,9279,271,7
639,9,EPO,83,9279,271,7
640,9,EPO,83,9279,271,7
641,9,EPO,83,9279,272,7
642,9,EPO,83,9279,273,7
643,9,EPO,83,9387,76,5
644,9,EPO,83,9388,886,7
645,9,EPO,84,9394,1,1
646,9,EPO,84,9394,1,1
647,9,EPO,84,9394,1,1
648,9,EPO,84,9394,5,2
649,9,EPO,84,9394,5,2
650,9,EPO,84,9394,5,2
651,9,EPO,84,9394,11,3
652,9,EPO,84,9394,20,4
653,9,EPO,84,9632,2658,7
654,9,EPO,85,2165,24,4
655,9,EPO,86,8782,44,4
656,9,EPO,86,9470,76,5
657,9,EPO,87,7691,62,5
658,9,EPO,88,7366,3,1
659,9,EPO,88,9534,24,4
660,9,EPO,88,9740,10,3
661,9,EPO,88,10197,291,7
662,9,EPO,89,5582,252,7
663,9,EPO,89,5723,24,4
664,9,EPO,89,6888,21,4
665,9,EPO,89,6888,20,4
666,9,EPO,89,7332,7,2
667,9,EPO,89,7332,64,5
668,9,EPO,89,7332,65,5
669,9,EPO,89,7332,143,6
670,9,EPO,89,8066,24,4
671,9,EPO,89,8155,100,6
672,9,EPO,89,8155,100,6
673,9,EPO,89,8155,100,6
674,9,EPO,89,8155,283,7
675,9,EPO,89,8579,185,6
676,9,EPO,89,9764,6,2
677,9,EPO,89,9770,201,6
678,9,EPO,89,10027,79,5
679,9,EPO,89,10051,238,6
680,9,EPO,89,10165,24,4
681,9,EPO,90,39,320,7
682,9,EPO,90,3790,29,4
683,9,EPO,90,5781,12,3
684,9,EPO,90,6159,23,4
685,9,EPO,90,6159,24,4
686,9,EPO,90,6159,24,4
687,9,EPO,91,9178,34,4
688,9,EPO,92,365,4,1
689,9,EPO,92,365,6,2
690,9,EPO,92,365,29,4
691,9,EPO,92,365,28,4
692,9,EPO,92,365,65,5
693,9,EPO,92,491,45,4
694,9,EPO,92,3736,4,1
695,9,EPO,93,6172,12,3
696,9,EPO,93,9171,24,4
697,9,EPO,94,193,7,2
698,9,EPO,94,193,10,3
699,9,EPO,94,193,11,3
700,9,EPO,94,193,10,3
701,9,EPO,94,764,28,4
702,9,EPO,94,764,28,4
703,9,EPO,94,2042,37,4
704,9,EPO,94,3596,24,4
705,9,EPO,94,5698,12,3
706,9,EPO,94,5940,62,5
707,9,EPO,94,10214,55,5
708,9,EPO,94,10215,7,2
709,9,EPO,95,7514,88,5
710,9,EPO,95,7514,89,5
711,9,EPO,95,7514,88,5
712,9,EPO,95,9111,2118,7
713,9,EPO,95,9161,402,7
714,9,EPO,95,9161,402,7
715,9,EPO,95,9161,403,7
716,9,EPO,95,9161,403,7
717,9,EPO,95,9161,404,7
718,9,EPO,95,9161,403,7
719,9,EPO,95,9161,402,7
720,9,EPO,95,9161,403,7
721,9,EPO,95,9161,403,7
722,9,EPO,96,1026,47,4
723,9,EPO,96,1063,10,3
724,9,EPO,96,1762,56,5
725,9,EPO,96,2638,193,6
726,9,EPO,96,4212,59,5
727,9,EPO,96,4213,10,3
728,9,EPO,96,7444,161,6
729,9,EPO,96,7487,19,3
730,9,EPO,96,8301,10,3
731,9,EPO,96,8683,302,7
732,9,EPO,96,10805,56,5
733,9,EPO,97,1597,5,2
734,9,EPO,97,6028,5,2
735,9,EPO,97,9997,30,4
736,9,EPO,98,5895,18,3
737,9,EPO,99,2380,24,4
738,9,EPO,99,6802,5,2
739,9,EPO,99,6802,20,4
740,9,EPO,99,6802,20,4
741,9,EPO,99,6802,83,5
742,9,EPO,99,6802,83,5
743,9,EPO,99,6802,387,7
744,9,EPO,99,6802,386,7
745,9,EPO,99,9854,90,5
746,9,EPO,99,10039,76,5
747,9,EPO,101,2055,78,5
748,9,EPO,101,6535,24,4
749,9,EPO,103,3065,88,5
750,9,EPO,103,3782,501,7
751,9,EPO,103,6231,24,4
752,9,EPO,103,9136,24,4
753,9,EPO,104,8473,120,6
754,9,EPO,104,10461,187,6
755,9,EPO,104,12246,138,6
756,9,EPO,105,7579,18,3
757,9,EPO,105,12422,1,1
758,9,EPO,106,10405,153,6
759,9,EPO,107,14415,139,6
760,9,EPO,107,14416,9,2
761,9,EPO,107,14416,8,2
762,9,EPO,107,14416,8,2
763,9,EPO,107,14416,9,2
764,9,EPO,107,14416,15,3
765,9,EPO,108,14462,18,3
766,9,EPO,108,23496,41,4
767,9,EPO,109,2606,12,3
768,9,EPO,109,5196,4,1
769,9,EPO,109,5196,5,2
770,9,EPO,109,5196,11,3
771,9,EPO,109,5196,10,3
772,9,EPO,109,5809,10,3
773,9,EPO,109,5809,20,4
774,9,EPO,109,8051,2,1
775,9,EPO,109,8051,2,1
776,9,EPO,109,12136,8,2
777,9,EPO,109,12144,53,5
778,9,EPO,109,12160,54,5
779,9,EPO,109,12181,4,1
780,9,EPO,109,12185,36,4
781,9,EPO,110,2018,192,6
782,9,EPO,110,3166,1,1
783,9,EPO,110,3166,2,1
784,9,EPO,110,3166,1,1
785,9,EPO,110,3166,12,3
786,9,EPO,110,3166,24,4
787,9,EPO,110,5097,3,1
788,9,EPO,110,5310,42,4
789,9,EPO,110,5310,42,4
790,9,EPO,110,5427,3,1
791,9,EPO,110,6784,20,4
792,9,EPO,110,7133,12,3
793,9,EPO,110,7506,36,4
794,9,EPO,111,5365,8,2
795,9,EPO,111,6248,12,3
796,9,EPO,111,6248,25,4
797,9,EPO,111,6248,26,4
798,9,EPO,111,6248,59,5
799,9,EPO,111,6248,128,6
800,9,EPO,111,8534,248,6
801,9,EPO,112,3053,238,6
802,9,EPO,112,3508,14,3
803,9,EPO,112,3508,33,4
804,9,EPO,112,5328,20,4
805,9,EPO,112,5328,20,4
806,9,EPO,112,5328,20,4
807,9,EPO,112,5328,50,5
808,9,EPO,112,5328,267,7
809,9,EPO,112,5328,267,7
810,9,EPO,112,5328,267,7
811,9,EPO,112,7188,302,7
812,9,EPO,112,12647,129,6
813,9,EPO,113,14543,18,3
814,9,EPO,113,14549,37,4
815,9,EPO,113,14549,328,7
816,9,EPO,113,14553,255,7
817,9,EPO,113,14560,37,4
818,9,EPO,114,22448,11,3
819,9,EPO,114,22452,83,5
820,9,EPO,114,22721,306,7
821,9,EPO,114,22762,50,5
822,9,EPO,114,22781,28,4
823,9,EPO,114,22889,49,4
