Establishment_ID,Industry_No,Industry_Name,LUZ,MGRA,Employees,Size_Class
449,9,EPO,30,12703,20,4
450,9,EPO,30,12703,101,6
451,9,EPO,30,12703,101,6
452,9,EPO,30,12703,101,6
453,9,EPO,30,12703,101,6
454,9,EPO,30,12703,101,6
455,9,EPO,30,12703,101,6
456,9,EPO,30,12703,894,7
457,9,EPO,30,12703,895,7
458,9,EPO,30,12703,894,7
459,9,EPO,30,12703,894,7
460,9,EPO,30,24101,30,4
461,9,EPO,31,5750,47,4
462,9,EPO,31,11281,294,7
463,9,EPO,32,6660,150,6
464,9,EPO,32,11242,123,6
465,9,EPO,32,11247,2,1
466,9,EPO,32,11247,28,4
467,9,EPO,32,11250,592,7
468,9,EPO,33,2115,22,4
469,9,EPO,33,2115,22,4
470,9,EPO,33,2115,21,4
471,9,EPO,34,1684,114,6
472,9,EPO,34,2680,123,6
473,9,EPO,34,8315,30,4
474,9,EPO,35,1090,30,4
475,9,EPO,35,6474,11,3
476,9,EPO,35,10339,22,4
477,9,EPO,35,10339,22,4
478,9,EPO,35,10339,22,4
479,9,EPO,36,8567,11,3
480,9,EPO,37,8060,11,3
481,9,EPO,37,11446,11,3
482,9,EPO,38,234,30,4
483,9,EPO,38,484,11,3
484,9,EPO,38,3726,91,5
485,9,EPO,38,3728,21,4
486,9,EPO,38,3740,11,3
487,9,EPO,38,8117,4,1
488,9,EPO,39,2764,78,5
489,9,EPO,39,3457,9,2
490,9,EPO,39,4222,21,4
491,9,EPO,39,6652,30,4
492,9,EPO,39,10848,11,3
493,9,EPO,39,23745,30,4
494,9,EPO,39,23822,11,3
495,9,EPO,41,13931,43,4
496,9,EPO,41,13937,21,4
497,9,EPO,41,13968,70,5
498,9,EPO,42,225,54,5
499,9,EPO,42,4233,11,3
500,9,EPO,42,5057,53,5
501,9,EPO,42,11561,30,4
502,9,EPO,44,1550,1,1
503,9,EPO,44,1550,1,1
504,9,EPO,44,1550,1,1
505,9,EPO,44,1550,1,1
506,9,EPO,44,1550,1,1
507,9,EPO,44,1550,1,1
508,9,EPO,44,1550,1,1
509,9,EPO,44,1550,1,1
510,9,EPO,44,1550,1,1
511,9,EPO,44,1550,1,1
512,9,EPO,44,1550,1,1
513,9,EPO,44,1550,1,1
514,9,EPO,44,1550,1,1
515,9,EPO,44,1550,2,1
516,9,EPO,44,1550,1,1
517,9,EPO,44,1550,1,1
518,9,EPO,44,1550,1,1
519,9,EPO,44,1550,1,1
520,9,EPO,44,1550,1,1
521,9,EPO,44,1550,1,1
522,9,EPO,44,1550,1,1
523,9,EPO,44,1550,1,1
524,9,EPO,44,1550,1,1
525,9,EPO,44,1550,1,1
526,9,EPO,44,1550,1,1
527,9,EPO,44,1550,1,1
528,9,EPO,44,1550,1,1
529,9,EPO,44,1550,5,2
530,9,EPO,44,1550,5,2
531,9,EPO,44,1550,6,2
532,9,EPO,44,1550,5,2
533,9,EPO,44,1550,5,2
534,9,EPO,44,1550,5,2
535,9,EPO,44,1550,10,3
536,9,EPO,44,10534,10,3
537,9,EPO,44,10534,20,4
538,9,EPO,44,10542,25,4
539,9,EPO,44,10542,26,4
540,9,EPO,44,10542,74,5
541,9,EPO,44,10543,41,4
542,9,EPO,44,10550,28,4
543,9,EPO,46,5385,21,4
544,9,EPO,46,10525,30,4
545,9,EPO,46,12316,364,7
546,9,EPO,47,12030,30,4
547,9,EPO,49,6285,14,3
548,9,EPO,49,6481,57,5
549,9,EPO,49,7185,385,7
550,9,EPO,49,12570,30,4
551,9,EPO,52,8539,498,7
552,9,EPO,52,12791,103,6
553,9,EPO,53,6476,30,4
554,9,EPO,53,8731,73,5
555,9,EPO,54,13033,25,4
556,9,EPO,54,13033,26,4
557,9,EPO,55,4844,30,4
558,9,EPO,55,8137,82,5
559,9,EPO,56,7445,10,3
560,9,EPO,56,11699,2,1
561,9,EPO,60,459,25,4
562,9,EPO,60,459,25,4
563,9,EPO,60,459,58,5
564,9,EPO,60,5802,21,4
565,9,EPO,60,6310,184,6
566,9,EPO,61,13639,51,5
567,9,EPO,61,13643,10,3
568,9,EPO,61,13643,21,4
569,9,EPO,61,13643,21,4
570,9,EPO,61,13643,52,5
571,9,EPO,62,5960,10,3
572,9,EPO,63,627,5,2
573,9,EPO,63,627,5,2
574,9,EPO,63,627,5,2
575,9,EPO,63,627,10,3
576,9,EPO,63,627,11,3
577,9,EPO,63,627,11,3
578,9,EPO,63,627,10,3
579,9,EPO,63,627,10,3
580,9,EPO,63,627,10,3
581,9,EPO,63,627,10,3
582,9,EPO,63,1064,5,2
583,9,EPO,63,1064,11,3
584,9,EPO,63,1064,22,4
585,9,EPO,63,1064,22,4
586,9,EPO,63,1064,22,4
587,9,EPO,63,1064,22,4
588,9,EPO,63,1064,22,4
589,9,EPO,63,1064,22,4
590,9,EPO,63,1064,22,4
591,9,EPO,63,1064,22,4
592,9,EPO,63,1064,53,5
593,9,EPO,63,1064,53,5
594,9,EPO,63,1064,53,5
595,9,EPO,63,1064,54,5
596,9,EPO,63,1064,53,5
597,9,EPO,63,1064,54,5
598,9,EPO,63,1064,53,5
599,9,EPO,63,1064,53,5
600,9,EPO,63,4287,100,6
601,9,EPO,63,4287,307,7
602,9,EPO,63,5208,68,5
603,9,EPO,63,5590,112,6
604,9,EPO,63,5590,115,6
605,9,EPO,63,5590,112,6
606,9,EPO,63,5590,112,6
607,9,EPO,63,5590,114,6
608,9,EPO,63,5590,112,6
609,9,EPO,63,5590,113,6
610,9,EPO,63,6478,53,5
611,9,EPO,63,7318,259,7
612,9,EPO,63,7318,257,7
613,9,EPO,63,7318,257,7
614,9,EPO,63,7318,257,7
615,9,EPO,63,7318,257,7
616,9,EPO,63,7318,257,7
617,9,EPO,63,7318,257,7
618,9,EPO,63,7318,258,7
619,9,EPO,63,7318,257,7
620,9,EPO,63,7318,259,7
621,9,EPO,63,7318,257,7
622,9,EPO,63,7318,258,7
623,9,EPO,63,7318,258,7
624,9,EPO,63,7490,9,2
625,9,EPO,63,7490,9,2
626,9,EPO,63,7490,9,2
627,9,EPO,63,7490,12,3
628,9,EPO,63,8100,16,3
629,9,EPO,63,8349,379,7
630,9,EPO,63,9001,250,7
631,9,EPO,63,9090,21,4
632,9,EPO,63,10903,490,7
633,9,EPO,63,13218,252,7
634,9,EPO,63,13218,253,7
635,9,EPO,63,13308,281,7
636,9,EPO,63,13308,281,7
637,9,EPO,63,13308,282,7
638,9,EPO,63,13605,30,4
639,9,EPO,63,13608,10,3
640,9,EPO,63,13610,307,7
641,9,EPO,63,13610,305,7
642,9,EPO,63,13610,305,7
643,9,EPO,63,13610,306,7
644,9,EPO,63,13611,317,7
645,9,EPO,63,13624,126,6
646,9,EPO,63,13625,424,7
647,9,EPO,63,13626,254,7
648,9,EPO,63,13626,253,7
649,9,EPO,63,13626,253,7
650,9,EPO,63,13626,253,7
651,9,EPO,63,13626,253,7
652,9,EPO,63,13627,353,7
653,9,EPO,63,13627,353,7
654,9,EPO,63,13627,353,7
655,9,EPO,63,13629,17,3
656,9,EPO,63,24126,582,7
657,9,EPO,64,640,21,4
658,9,EPO,64,3274,53,5
659,9,EPO,65,4726,56,5
660,9,EPO,65,7569,311,7
661,9,EPO,65,7569,312,7
662,9,EPO,66,1775,135,6
663,9,EPO,66,6617,210,6
664,9,EPO,66,7967,364,7
665,9,EPO,66,23757,53,5
666,9,EPO,67,463,30,4
667,9,EPO,67,6565,21,4
668,9,EPO,68,8162,104,6
669,9,EPO,68,8162,652,7
670,9,EPO,68,8162,653,7
671,9,EPO,68,11320,103,6
672,9,EPO,69,3976,14,3
673,9,EPO,69,5753,26,4
674,9,EPO,69,5753,25,4
675,9,EPO,71,6198,322,7
676,9,EPO,71,13388,23,4
677,9,EPO,71,13388,22,4
678,9,EPO,71,13406,21,4
679,9,EPO,74,4945,30,4
680,9,EPO,74,5179,21,4
681,9,EPO,74,8444,90,5
682,9,EPO,74,9022,53,5
683,9,EPO,74,10893,106,6
684,9,EPO,75,2314,36,4
685,9,EPO,75,3940,30,4
686,9,EPO,75,11820,21,4
687,9,EPO,76,2335,19,3
688,9,EPO,76,6536,14,3
689,9,EPO,77,6514,100,6
690,9,EPO,77,23830,4876,7
691,9,EPO,77,23831,21,4
692,9,EPO,78,1246,364,7
693,9,EPO,78,5319,87,5
694,9,EPO,78,8377,21,4
695,9,EPO,78,8762,14,3
696,9,EPO,78,9209,30,4
697,9,EPO,79,7682,26,4
698,9,EPO,80,812,21,4
699,9,EPO,80,4977,31,4
700,9,EPO,80,9275,30,4
701,9,EPO,82,9180,14,3
702,9,EPO,82,9266,73,5
703,9,EPO,83,3298,1,1
704,9,EPO,83,3298,2,1
705,9,EPO,83,3298,1,1
706,9,EPO,83,3298,1,1
707,9,EPO,83,3298,2,1
708,9,EPO,83,3298,1,1
709,9,EPO,83,3298,10,3
710,9,EPO,83,3298,10,3
711,9,EPO,83,3298,20,4
712,9,EPO,83,3298,261,7
713,9,EPO,83,5685,22,4
714,9,EPO,83,5685,23,4
715,9,EPO,83,6237,1,1
716,9,EPO,83,7120,14,3
717,9,EPO,83,7706,3,1
718,9,EPO,83,9279,20,4
719,9,EPO,83,9279,20,4
720,9,EPO,83,9279,20,4
721,9,EPO,83,9279,20,4
722,9,EPO,83,9279,20,4
723,9,EPO,83,9279,272,7
724,9,EPO,83,9279,272,7
725,9,EPO,83,9279,272,7
726,9,EPO,83,9279,272,7
727,9,EPO,83,9279,272,7
728,9,EPO,83,9279,272,7
729,9,EPO,83,9279,272,7
730,9,EPO,83,9279,272,7
731,9,EPO,83,9387,76,5
732,9,EPO,83,9388,886,7
733,9,EPO,84,9394,1,1
734,9,EPO,84,9394,50,5
735,9,EPO,84,9632,2796,7
736,9,EPO,85,2165,26,4
737,9,EPO,86,8782,46,4
738,9,EPO,86,9470,80,5
739,9,EPO,87,7691,66,5
740,9,EPO,88,5893,26,4
741,9,EPO,88,7366,3,1
742,9,EPO,88,9740,10,3
743,9,EPO,88,10197,306,7
744,9,EPO,89,5582,21,4
745,9,EPO,89,5582,22,4
746,9,EPO,89,5582,21,4
747,9,EPO,89,5582,21,4
748,9,EPO,89,5582,22,4
749,9,EPO,89,5582,52,5
750,9,EPO,89,5582,52,5
751,9,EPO,89,5582,54,5
752,9,EPO,89,5723,26,4
753,9,EPO,89,6888,41,4
754,9,EPO,89,7332,146,6
755,9,EPO,89,7332,146,6
756,9,EPO,89,8066,26,4
757,9,EPO,89,8155,100,6
758,9,EPO,89,8155,100,6
759,9,EPO,89,8155,100,6
760,9,EPO,89,8155,313,7
761,9,EPO,89,8579,185,6
762,9,EPO,89,9764,6,2
763,9,EPO,89,9770,211,6
764,9,EPO,89,10027,83,5
765,9,EPO,89,10051,250,7
766,9,EPO,89,10165,26,4
767,9,EPO,90,39,320,7
768,9,EPO,90,3790,30,4
769,9,EPO,90,5781,13,3
770,9,EPO,90,6159,37,4
771,9,EPO,90,6159,37,4
772,9,EPO,91,3736,4,1
773,9,EPO,91,9178,34,4
774,9,EPO,92,365,2,1
775,9,EPO,92,365,7,2
776,9,EPO,92,365,31,4
777,9,EPO,92,365,31,4
778,9,EPO,92,365,68,5
779,9,EPO,93,6172,13,3
780,9,EPO,93,9171,26,4
781,9,EPO,94,193,14,3
782,9,EPO,94,193,13,3
783,9,EPO,94,193,13,3
784,9,EPO,94,764,7,2
785,9,EPO,94,764,26,4
786,9,EPO,94,764,26,4
787,9,EPO,94,2042,37,4
788,9,EPO,94,3596,26,4
789,9,EPO,94,5698,13,3
790,9,EPO,94,5940,66,5
791,9,EPO,94,10214,59,5
792,9,EPO,94,10215,7,2
793,9,EPO,95,7514,88,5
794,9,EPO,95,7514,88,5
795,9,EPO,95,7514,89,5
796,9,EPO,95,9111,2118,7
797,9,EPO,95,9161,402,7
798,9,EPO,95,9161,402,7
799,9,EPO,95,9161,402,7
800,9,EPO,95,9161,403,7
801,9,EPO,95,9161,403,7
802,9,EPO,95,9161,402,7
803,9,EPO,95,9161,403,7
804,9,EPO,95,9161,402,7
805,9,EPO,95,9161,406,7
806,9,EPO,96,1026,47,4
807,9,EPO,96,1063,10,3
808,9,EPO,96,1762,59,5
809,9,EPO,96,2638,203,6
810,9,EPO,96,4212,60,5
811,9,EPO,96,4213,10,3
812,9,EPO,96,7444,170,6
813,9,EPO,96,7487,20,4
814,9,EPO,96,8301,10,3
815,9,EPO,96,8683,317,7
816,9,EPO,96,10805,59,5
817,9,EPO,97,1597,6,2
818,9,EPO,97,6028,6,2
819,9,EPO,97,9997,30,4
820,9,EPO,98,5895,19,3
821,9,EPO,99,2380,5,2
822,9,EPO,99,2380,21,4
823,9,EPO,99,6802,20,4
824,9,EPO,99,6802,87,5
825,9,EPO,99,6802,88,5
826,9,EPO,99,6802,420,7
